rules,suppport,confidence,lift
"{X12=[-Inf; Inf],X5=[-Inf;-0.153846],X7=[-Inf;-0.9108775],X13=(-0.9005; Inf],X8=-1,X14=[-Inf;-0.99433]} => {Y=-1}",0.11,1.00,0.00 
"{X12=[-Inf; Inf],X5=[-Inf;-0.153846],X13=(-0.9005; Inf],X8=-1,X14=[-Inf;-0.99433],X2=[-Inf;-0.31203]} => {Y=-1}",0.11,1.00,0.00 
"{X12=[-Inf; Inf],X10=[-Inf;-0.9253735],X5=[-Inf;-0.153846],X7=[-Inf;-0.9108775],X8=-1,X14=[-Inf;-0.99433],X2=[-Inf;-0.31203]} => {Y=-1}",0.11,1.00,0.00 
"{X5=[-Inf;-0.153846],X7=[-Inf;-0.9108775],X8=-1,X14=[-Inf;-0.99433],X2=[-Inf;-0.31203]} => {Y=-1}",0.12,1.00,0.00 
"{X10=[-Inf;-0.9253735],X5=[-Inf;-0.153846],X7=[-Inf;-0.9108775],X8=-1,X14=[-Inf;-0.99433]} => {Y=-1}",0.14,1.00,0.00 
"{X5=[-Inf;-0.153846],X9=-1,X8=-1,X14=[-Inf;-0.99433],X2=[-Inf;-0.31203]} => {Y=-1}",0.12,1.00,0.00 
"{X12=[-Inf; Inf],X10=[-Inf;-0.9253735],X5=[-Inf;-0.153846],X8=-1,X14=[-Inf;-0.99433],X2=[-Inf;-0.31203]} => {Y=-1}",0.14,1.00,0.00 
"{X12=[-Inf; Inf],X9=1,X1=1,X8=1,X14=(-0.99433; Inf]} => {Y=1}",0.11,1.00,0.00 
"{X10=[-Inf;-0.9253735],X5=[-Inf;-0.153846],X9=-1,X7=[-Inf;-0.9108775],X8=-1,X3=[-Inf;-0.6994645]} => {Y=-1}",0.11,1.00,0.00 
"{X5=[-Inf;-0.153846],X8=-1,X2=[-Inf;-0.31203],X14=[-Inf;-0.99433]} => {Y=-1}",0.15,1.00,0.00 
"{X12=[-Inf; Inf],X5=[-Inf;-0.153846],X7=[-Inf;-0.9108775],X8=-1,X14=[-Inf;-0.99433]} => {Y=-1}",0.15,1.00,0.00 
"{X12=[-Inf; Inf],X5=[-Inf;-0.153846],X8=-1,X3=[-Inf;-0.6994645],X2=[-Inf;-0.31203]} => {Y=-1}",0.13,1.00,0.00 
"{X12=[-Inf; Inf],X5=[-Inf;-0.153846],X8=-1,X3=[-Inf;-0.6994645],X14=[-Inf;-0.99433],X2=[-Inf;-0.31203]} => {Y=-1}",0.11,1.00,0.00 
"{ } => {Y=-1}", 0,0,0
