rules,suppport,confidence,lift
"{wrong_fragment=[-Inf;0.5],dst_host_count=(254.5; Inf],service=b'ecr_i',num_access_files=[-Inf; Inf]} => {labels=smurf.}",0.57,1.00,0.00 
"{wrong_fragment=[-Inf;0.5],rerror_rate=[-Inf;0.005],dst_host_count=(254.5; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{wrong_fragment=[-Inf;0.5],protocol_type=b'icmp',dst_host_count=(254.5; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{serror_rate=[-Inf;0.005],wrong_fragment=[-Inf;0.5],dst_host_count=(254.5; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{wrong_fragment=[-Inf;0.5],dst_host_count=(254.5; Inf],dst_host_srv_diff_host_rate=[-Inf;0.005],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_serror_rate=[-Inf;0.005],dst_host_srv_count=(254.5; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{dst_host_srv_count=(254.5; Inf],dst_host_diff_srv_rate=[-Inf;0.005],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{dst_host_srv_count=(254.5; Inf],service=b'ecr_i',flag=b'SF'} => {labels=smurf.}",0.57,1.00,0.00 
"{serror_rate=[-Inf;0.005],dst_host_srv_count=(254.5; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{dst_host_srv_count=(254.5; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{dst_host_srv_count=(254.5; Inf],dst_host_count=(254.5; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{protocol_type=b'icmp',dst_host_srv_count=(254.5; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{wrong_fragment=[-Inf;0.5],num_file_creations=0,dst_host_count=(254.5; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{su_attempted=0,wrong_fragment=[-Inf;0.5],dst_host_count=(254.5; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{logged_in=0,dst_host_srv_count=(254.5; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{wrong_fragment=[-Inf;0.5],num_shells=0,dst_host_count=(254.5; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{urgent=0,wrong_fragment=[-Inf;0.5],dst_host_count=(254.5; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{ } => {labels=smurf.}", 0,0,0
