rules,suppport,confidence,lift
"{A15=[-Inf;241],A13=g,A9=f,A10=t} => {class=-}",0.08,1.00,0.00 
"{A12=f,A5=p,A9=f,A8=[-Inf;1.02]} => {class=-}",0.07,1.00,0.00 
"{A7=h,A9=t,A15=(241; Inf]} => {class=+}",0.07,1.00,0.00 
"{A15=[-Inf;241],A12=f,A5=p,A8=[-Inf;1.02]} => {class=-}",0.07,1.00,0.00 
"{A3=[-Inf;4.2075],A12=f,A9=f,A4=y} => {class=-}",0.07,1.00,0.00 
"{A3=[-Inf;4.2075],A12=f,A5=p,A9=f} => {class=-}",0.07,1.00,0.00 
"{A2=[-Inf; Inf],A7=h,A9=t,A15=(241; Inf]} => {class=+}",0.07,1.00,0.00 
"{A8=[-Inf;1.02],A12=f,A10=f,A4=y} => {class=-}",0.06,1.00,0.00 
"{A13=g,A2=[-Inf; Inf],A6=ff,A9=f} => {class=-}",0.06,1.00,0.00 
"{A12=t,A14=[-Inf;99.5],A9=t,A10=t} => {class=+}",0.06,1.00,0.00 
"{A12=f,A2=[-Inf; Inf],A9=f,A7=ff} => {class=-}",0.06,1.00,0.00 
"{A15=[-Inf;241],A6=ff,A9=f} => {class=-}",0.05,1.00,0.00 
"{A2=[-Inf; Inf],A7=h,A10=t,A15=(241; Inf]} => {class=+}",0.05,1.00,0.00 
"{A15=[-Inf;241],A7=ff,A6=ff,A9=f} => {class=-}",0.05,1.00,0.00 
"{A13=g,A7=h,A10=t,A15=(241; Inf]} => {class=+}",0.05,1.00,0.00 
"{ } => {class=-}", 0,0,0
