rules,suppport,confidence,lift
"{Ba=(0.32; Inf],K=[-Inf;0.055]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ca=(8.325;10.075],Al=(1.775; Inf],Si=[-Inf; Inf],Na=(13.995; Inf]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.32; Inf],Al=(1.775; Inf],Fe=[-Inf; Inf],Ca=(8.325;10.075]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.32; Inf],Mg=[-Inf;2.695],Si=[-Inf; Inf],K=[-Inf;0.055]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.32; Inf],Ca=(8.325;10.075]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ca=(8.325;10.075],Al=(1.775; Inf],Fe=[-Inf; Inf],Na=(13.995; Inf]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.32; Inf],Si=[-Inf; Inf],K=[-Inf;0.055]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.32; Inf],Mg=[-Inf;2.695],Fe=[-Inf; Inf],K=[-Inf;0.055]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.32; Inf],Al=(1.775; Inf],Ca=(8.325;10.075],Si=[-Inf; Inf]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.32; Inf],Al=(1.775; Inf],Ca=(8.325;10.075],Mg=[-Inf;2.695]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.32; Inf],Mg=[-Inf;2.695],Fe=[-Inf; Inf],Ca=(8.325;10.075]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.32; Inf],Al=(1.775; Inf],Si=[-Inf; Inf],K=[-Inf;0.055]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.32; Inf],Ca=(8.325;10.075],Na=(13.995; Inf]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.32; Inf],RI=[-Inf;1.517335],Mg=[-Inf;2.695],K=[-Inf;0.055]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.32; Inf],Fe=[-Inf; Inf],K=[-Inf;0.055],Na=(13.995; Inf]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.32; Inf],RI=[-Inf;1.517335],Ca=(8.325;10.075]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.32; Inf],Mg=[-Inf;2.695],K=[-Inf;0.055],Na=(13.995; Inf]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.32; Inf],Fe=[-Inf; Inf],Ca=(8.325;10.075],K=[-Inf;0.055]} => {Type=headlamps}",0.09,1.00,0.00 
"{ } => {Type=build wind non-float}", 0,0,0
