rules,suppport,confidence,lift
"{curbWeight=[-Inf;2206.5],horsepower=(66;69.5],width=[-Inf;64.3]} => {XClass=1}",0.11,1.00,0.00 
"{cityMpg=(25.5; Inf],horsepower=(66;69.5],width=[-Inf;64.3],fuelSystem=2bbl} => {XClass=1}",0.11,1.00,0.00 
"{engineSize=(85;105.5],horsepower=(66;69.5],width=[-Inf;64.3]} => {XClass=1}",0.11,1.00,0.00 
"{engineSize=(85;105.5],horsepower=(66;69.5],width=[-Inf;64.3],compressionRatio=[-Inf; Inf]} => {XClass=1}",0.11,1.00,0.00 
"{engineSize=(85;105.5],curbWeight=[-Inf;2206.5],horsepower=(66;69.5],width=[-Inf;64.3]} => {XClass=1}",0.11,1.00,0.00 
"{stroke=[-Inf; Inf],horsepower=(66;69.5],width=[-Inf;64.3]} => {XClass=1}",0.11,1.00,0.00 
"{engineSize=(85;105.5],horsepower=(66;69.5],width=[-Inf;64.3],numOfCylinders=four} => {XClass=1}",0.11,1.00,0.00 
"{engineSize=(85;105.5],engineType=ohc,horsepower=(66;69.5],width=[-Inf;64.3]} => {XClass=1}",0.11,1.00,0.00 
"{curbWeight=[-Inf;2206.5],horsepower=(66;69.5],width=[-Inf;64.3],highwayMpg=(28.5; Inf]} => {XClass=1}",0.11,1.00,0.00 
"{engineType=ohc,width=[-Inf;64.3],wheelBase=(92.15;94]} => {XClass=1}",0.11,1.00,0.00 
"{engineSize=(85;105.5],horsepower=(66;69.5],fuelType=gas,width=[-Inf;64.3]} => {XClass=1}",0.11,1.00,0.00 
"{horsepower=(66;69.5],width=[-Inf;64.3],highwayMpg=(28.5; Inf]} => {XClass=1}",0.11,1.00,0.00 
"{horsepower=(66;69.5],width=[-Inf;64.3],price=[-Inf;8497]} => {XClass=1}",0.11,1.00,0.00 
"{curbWeight=[-Inf;2206.5],horsepower=(66;69.5],peakRpm=[-Inf; Inf],width=[-Inf;64.3]} => {XClass=1}",0.11,1.00,0.00 
"{ } => {XClass=0}", 0,0,0
