rules,suppport,confidence,lift
"{width=[-Inf;0.5],y.box=[-Inf; Inf]} => {class=I}",0.01,1.00,0.00 
"{width=[-Inf;0.5]} => {class=I}",0.01,1.00,0.00 
"{width=[-Inf;0.5],x2ybr=(5.5;6.5]} => {class=I}",0.01,1.00,0.00 
"{x.bar=(6.5;7.5],width=[-Inf;0.5]} => {class=I}",0.01,1.00,0.00 
"{onpix=[-Inf;1.5],xybar=[-Inf;2.5]} => {class=L}",0.01,1.00,0.00 
"{xegvy=(7.5;8.5],xybar=[-Inf;2.5]} => {class=L}",0.01,1.00,0.00 
"{y2bar=(0.5;1.5],x2ybr=(0.5;2.5]} => {class=A}",0.01,1.00,0.00 
"{x.bar=(6.5;7.5],y2bar=(12.5; Inf]} => {class=Z}",0.01,1.00,0.00 
"{y2bar=(12.5; Inf],xegvy=(7.5;8.5]} => {class=Z}",0.01,1.00,0.00 
"{y2bar=(12.5; Inf],x2ybr=(5.5;6.5]} => {class=Z}",0.01,1.00,0.00 
"{x.bar=[-Inf;0.5],y.bar=[-Inf;1.5]} => {class=L}",0.01,1.00,0.00 
"{y2bar=(12.5; Inf],y.ege=(7.5; Inf]} => {class=Z}",0.01,1.00,0.00 
"{width=(3.5;7.5],y2bar=(12.5; Inf]} => {class=Z}",0.00,1.00,0.00 
"{ } => {class=U}", 0,0,0
