rules,suppport,confidence,lift
"{plas=[-Inf;99.5],mass=[-Inf;29.85],pedi=[-Inf;0.7185]} => {class=tested_negative}",0.11,1.00,0.00 
"{plas=[-Inf;99.5],mass=[-Inf;29.85],pedi=[-Inf;0.7185],preg=[-Inf;6.5]} => {class=tested_negative}",0.11,1.00,0.00 
"{plas=[-Inf;99.5],age=[-Inf;28.5],mass=[-Inf;29.85],pedi=[-Inf;0.7185]} => {class=tested_negative}",0.09,1.00,0.00 
"{plas=[-Inf;99.5],insu=(14.5;121],mass=[-Inf;29.85],pres=[-Inf; Inf]} => {class=tested_negative}",0.06,1.00,0.00 
"{plas=[-Inf;99.5],skin=[-Inf;31.5],insu=(14.5;121],mass=[-Inf;29.85]} => {class=tested_negative}",0.06,1.00,0.00 
"{plas=[-Inf;99.5],insu=[-Inf;14.5],mass=[-Inf;29.85],pedi=[-Inf;0.7185]} => {class=tested_negative}",0.06,1.00,0.00 
"{insu=(121; Inf],age=[-Inf;28.5],mass=[-Inf;29.85],pres=[-Inf; Inf]} => {class=tested_negative}",0.03,1.00,0.00 
"{plas=[-Inf;99.5],pres=[-Inf; Inf],preg=(6.5; Inf],pedi=[-Inf;0.7185]} => {class=tested_negative}",0.03,1.00,0.00 
"{plas=[-Inf;99.5],preg=(6.5; Inf],pedi=[-Inf;0.7185]} => {class=tested_negative}",0.03,1.00,0.00 
"{skin=[-Inf;31.5],insu=(121; Inf],age=[-Inf;28.5],plas=(99.5;127.5]} => {class=tested_negative}",0.02,1.00,0.00 
"{plas=[-Inf;99.5],skin=[-Inf;31.5],preg=(6.5; Inf],pedi=[-Inf;0.7185]} => {class=tested_negative}",0.02,1.00,0.00 
"{plas=[-Inf;99.5],insu=[-Inf;14.5],preg=(6.5; Inf],pedi=[-Inf;0.7185]} => {class=tested_negative}",0.02,1.00,0.00 
"{plas=[-Inf;99.5],skin=[-Inf;31.5],insu=[-Inf;14.5],preg=(6.5; Inf]} => {class=tested_negative}",0.02,1.00,0.00 
"{insu=(121; Inf],age=[-Inf;28.5],mass=[-Inf;29.85],pedi=[-Inf;0.7185]} => {class=tested_negative}",0.02,1.00,0.00 
"{plas=[-Inf;99.5],mass=(29.85; Inf],preg=(6.5; Inf],pedi=[-Inf;0.7185]} => {class=tested_negative}",0.02,1.00,0.00 
"{pedi=(0.7185; Inf],age=[-Inf;28.5],mass=[-Inf;29.85],pres=[-Inf; Inf]} => {class=tested_negative}",0.02,1.00,0.00 
"{skin=(31.5; Inf],plas=(159.5; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.02,1.00,0.00 
"{skin=(31.5; Inf],age=(28.5; Inf],plas=(159.5; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.02,1.00,0.00 
"{ } => {class=tested_negative}", 0,0,0
