rules,suppport,confidence,lift
"{peripheral_pulse=normal,pulse=(58; Inf],surgery=yes,rectal_temperature=[-Inf; Inf]} => {surgical_lesion=yes}",0.09,1.00,0.00 
"{peripheral_pulse=normal,pulse=(58; Inf],total_protein=[-Inf; Inf],surgery=yes} => {surgical_lesion=yes}",0.09,1.00,0.00 
"{peristalsis=hypomotile,Age=adult,total_protein=[-Inf; Inf],outcome=died} => {surgical_lesion=yes}",0.09,1.00,0.00 
"{surgery=yes,peristalsis=hypomotile,abdomcentesis_total_protein=[-Inf; Inf],outcome=died} => {surgical_lesion=yes}",0.09,1.00,0.00 
"{peristalsis=hypomotile,Age=adult,packed_cell_volume=[-Inf; Inf],outcome=died} => {surgical_lesion=yes}",0.09,1.00,0.00 
"{peripheral_pulse=normal,nasogastric_reflux_PH=[-Inf; Inf],pulse=(58; Inf],surgery=yes} => {surgical_lesion=yes}",0.09,1.00,0.00 
"{nasogastric_reflux_PH=[-Inf; Inf],Age=adult,outcome=died,peristalsis=hypomotile} => {surgical_lesion=yes}",0.09,1.00,0.00 
"{peristalsis=hypomotile,surgery=yes,packed_cell_volume=[-Inf; Inf],outcome=died} => {surgical_lesion=yes}",0.09,1.00,0.00 
"{peristalsis=hypomotile,surgery=yes,outcome=died,rectal_temperature=[-Inf; Inf]} => {surgical_lesion=yes}",0.09,1.00,0.00 
"{peristalsis=hypomotile,Age=adult,outcome=died} => {surgical_lesion=yes}",0.09,1.00,0.00 
"{peripheral_pulse=normal,nasogastric_reflux_PH=[-Inf; Inf],surgery=yes,respiratory_rate=(29; Inf]} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{surgery=yes,abdomcentesis_total_protein=[-Inf; Inf],capillary_refill_time=<3,outcome=died} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{surgery=yes,capillary_refill_time=<3,outcome=died} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{nasogastric_reflux_PH=[-Inf; Inf],respiratory_rate=(29; Inf],outcome=died,peristalsis=hypomotile} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{ } => {surgical_lesion=yes}", 0,0,0
