rules,suppport,confidence,lift
"{srv_serror_rate=[-Inf;0.005],srv_count=(329; Inf],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(329; Inf],protocol_type=b'icmp'} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(329; Inf],service=b'ecr_i',dst_bytes=[-Inf;2]} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(329; Inf],num_root=[-Inf;0.5]} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(329; Inf],dst_host_serror_rate=[-Inf;0.005]} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(329; Inf],dst_host_srv_diff_host_rate=[-Inf;0.005]} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(329; Inf],duration=[-Inf;0.5],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_rerror_rate=[-Inf;0.01],srv_count=(329; Inf]} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(329; Inf],num_compromised=[-Inf;0.5]} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(329; Inf],flag=b'SF'} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(329; Inf],hot=[-Inf;0.5],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(329; Inf],dst_host_srv_rerror_rate=[-Inf;0.005],service=b'ecr_i'} => {labels=smurf.}",0.57,1.00,0.00 
"{wrong_fragment=[-Inf;0.5],srv_count=(329; Inf]} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(329; Inf],srv_serror_rate=[-Inf;0.005]} => {labels=smurf.}",0.57,1.00,0.00 
"{is_guest_login=0,srv_count=(329; Inf]} => {labels=smurf.}",0.57,1.00,0.00 
"{srv_count=(329; Inf],num_file_creations=0} => {labels=smurf.}",0.57,1.00,0.00 
"{ } => {labels=smurf.}", 0,0,0
