rules,suppport,confidence,lift
"{credit_amount=[-Inf;10918],purpose=used car,installment_commitment=[-Inf; Inf],checking_status=no checking} => {class=good}",0.05,1.00,0.00 
"{credit_amount=[-Inf;10918],purpose=used car,residence_since=[-Inf; Inf],checking_status=no checking} => {class=good}",0.05,1.00,0.00 
"{housing=own,property_magnitude=real estate,duration=[-Inf;15.5],checking_status=no checking} => {class=good}",0.05,1.00,0.00 
"{credit_amount=[-Inf;10918],purpose=used car,checking_status=no checking,other_parties=none} => {class=good}",0.05,1.00,0.00 
"{other_payment_plans=none,credit_history=critical/other existing credit,property_magnitude=car,checking_status=no checking} => {class=good}",0.05,1.00,0.00 
"{property_magnitude=real estate,other_payment_plans=none,personal_status=male single,checking_status=no checking} => {class=good}",0.05,1.00,0.00 
"{other_payment_plans=none,credit_history=critical/other existing credit,checking_status=no checking,purpose=radio/tv} => {class=good}",0.05,1.00,0.00 
"{other_payment_plans=none,purpose=used car,residence_since=[-Inf; Inf],checking_status=no checking} => {class=good}",0.05,1.00,0.00 
"{other_payment_plans=none,duration=[-Inf;15.5],checking_status=no checking,purpose=radio/tv} => {class=good}",0.05,1.00,0.00 
"{other_payment_plans=none,purpose=used car,existing_credits=[-Inf; Inf],checking_status=no checking} => {class=good}",0.05,1.00,0.00 
"{credit_history=critical/other existing credit,job=skilled,checking_status=no checking,purpose=radio/tv} => {class=good}",0.04,1.00,0.00 
"{num_dependents=1,housing=own,purpose=used car,other_parties=none} => {class=good}",0.04,1.00,0.00 
"{num_dependents=1,housing=own,purpose=used car,residence_since=[-Inf; Inf]} => {class=good}",0.04,1.00,0.00 
"{ } => {class=good}", 0,0,0
