rules,suppport,confidence,lift
"{a25=(0.08722;0.999495],a18=(-0.805795;0.99361],a33=(0.0002;0.994855],a27=(0.52812;0.999945]} => {class=g}",0.28,1.00,0.00 
"{a19=(-0.989535; Inf],a25=(0.08722;0.999495],a33=(0.0002;0.994855],a27=(0.52812;0.999945]} => {class=g}",0.28,1.00,0.00 
"{a14=(-0.55543;0.652535],a25=(0.08722;0.999495],a33=(0.0002;0.994855],a27=(0.52812;0.999945]} => {class=g}",0.28,1.00,0.00 
"{a33=(0.0002;0.994855],a31=(0.132415;0.99556],a20=(-0.912755;0.975495],a27=(0.52812;0.999945]} => {class=g}",0.28,1.00,0.00 
"{a25=(0.08722;0.999495],a28=(-0.936175;0.86022],a33=(0.0002;0.994855],a27=(0.52812;0.999945]} => {class=g}",0.28,1.00,0.00 
"{a25=(0.08722;0.999495],a33=(0.0002;0.994855],a32=(-0.969765;0.87076],a27=(0.52812;0.999945]} => {class=g}",0.28,1.00,0.00 
"{a25=(0.08722;0.999495],a21=(0.07206;0.99888],a28=(-0.936175;0.86022],a27=(0.52812;0.999945]} => {class=g}",0.28,1.00,0.00 
"{a33=(0.0002;0.994855],a28=(-0.936175;0.86022],a31=(0.132415;0.99556],a27=(0.52812;0.999945]} => {class=g}",0.28,1.00,0.00 
"{a25=(0.08722;0.999495],a33=(0.0002;0.994855],a22=(-0.96798;0.923655],a27=(0.52812;0.999945]} => {class=g}",0.27,1.00,0.00 
"{a21=(0.07206;0.99888],a31=(0.132415;0.99556],a20=(-0.912755;0.975495],a27=(0.52812;0.999945]} => {class=g}",0.27,1.00,0.00 
"{a26=(-0.98148;0.80245],a21=(0.07206;0.99888],a31=(0.132415;0.99556],a27=(0.52812;0.999945]} => {class=g}",0.27,1.00,0.00 
"{a27=(0.52812;0.999945],a25=(0.08722;0.999495],a33=(0.0002;0.994855],a01=1} => {class=g}",0.28,1.00,0.00 
"{a25=(0.08722;0.999495],a21=(0.07206;0.99888],a02=0,a27=(0.52812;0.999945]} => {class=g}",0.28,1.00,0.00 
"{a27=(0.52812;0.999945],a25=(0.08722;0.999495],a21=(0.07206;0.99888],a01=1} => {class=g}",0.28,1.00,0.00 
"{a33=(0.0002;0.994855],a02=0,a31=(0.132415;0.99556],a27=(0.52812;0.999945]} => {class=g}",0.28,1.00,0.00 
"{ } => {class=g}", 0,0,0
