rules,suppport,confidence,lift
"{A9=t,A13=g,A15=(492; Inf],A1=b} => {class=+}",0.12,1.00,0.00 
"{A12=t,A13=g,A9=f,A8=[-Inf;1.27]} => {class=-}",0.11,1.00,0.00 
"{A9=t,A4=u,A15=(492; Inf],A1=b} => {class=+}",0.10,1.00,0.00 
"{A9=t,A5=g,A15=(492; Inf],A1=b} => {class=+}",0.10,1.00,0.00 
"{A12=t,A9=f,A4=u,A8=[-Inf;1.27]} => {class=-}",0.10,1.00,0.00 
"{A12=t,A8=[-Inf;1.27],A9=f,A7=v} => {class=-}",0.08,1.00,0.00 
"{A9=t,A15=(492; Inf],A11=(2.5; Inf],A1=b} => {class=+}",0.08,1.00,0.00 
"{A14=(99.5; Inf],A15=(492; Inf],A9=t,A8=(1.27; Inf]} => {class=+}",0.07,1.00,0.00 
"{A12=t,A5=g,A9=t,A14=[-Inf;99.5]} => {class=+}",0.07,1.00,0.00 
"{A9=t,A15=(492; Inf],A1=b,A7=v} => {class=+}",0.07,1.00,0.00 
"{A15=(492; Inf],A11=(2.5; Inf],A1=b,A8=(1.27; Inf]} => {class=+}",0.06,1.00,0.00 
"{A3=(4.2075; Inf],A12=t,A9=t,A14=[-Inf;99.5]} => {class=+}",0.06,1.00,0.00 
"{A12=f,A11=(2.5; Inf],A1=b,A8=(1.27; Inf]} => {class=+}",0.06,1.00,0.00 
"{A13=g,A7=h,A15=(492; Inf]} => {class=+}",0.06,1.00,0.00 
"{A7=h,A13=g,A2=[-Inf; Inf],A15=(492; Inf]} => {class=+}",0.06,1.00,0.00 
"{ } => {class=-}", 0,0,0
