rules,suppport,confidence,lift
"{a31=(0.132415;0.99556],a19=[-Inf; Inf],a33=(0.0002;0.994855],a27=(0.52812;0.999945]} => {class=g}",0.30,1.00,0.00 
"{a03=(0.19028; Inf],a33=(0.0002;0.994855],a31=(0.132415;0.99556],a27=(0.52812;0.999945]} => {class=g}",0.30,1.00,0.00 
"{a33=(0.0002;0.994855],a18=(-0.805795;0.99361],a31=(0.132415;0.99556],a27=(0.52812;0.999945]} => {class=g}",0.30,1.00,0.00 
"{a10=(-0.57299;0.9891],a33=(0.0002;0.994855],a31=(0.132415;0.99556],a27=(0.52812;0.999945]} => {class=g}",0.30,1.00,0.00 
"{a25=(0.087075;0.999495],a33=(0.0002;0.994855],a20=(-0.912755;0.975495],a27=(0.52812;0.999945]} => {class=g}",0.29,1.00,0.00 
"{a24=(-0.987455;0.89747],a33=(0.0002;0.994855],a31=(0.132415;0.99556],a27=(0.52812;0.999945]} => {class=g}",0.29,1.00,0.00 
"{a25=(0.087075;0.999495],a28=(-0.936175;0.86022],a33=(0.0002;0.994855],a27=(0.52812;0.999945]} => {class=g}",0.29,1.00,0.00 
"{a25=(0.087075;0.999495],a33=(0.0002;0.994855],a32=(-0.969765;0.87076],a27=(0.52812;0.999945]} => {class=g}",0.29,1.00,0.00 
"{a21=(0.051535;0.99888],a25=(0.087075;0.999495],a20=(-0.912755;0.975495],a27=(0.52812;0.999945]} => {class=g}",0.29,1.00,0.00 
"{a21=(0.051535;0.99888],a25=(0.087075;0.999495],a27=(0.52812;0.999945]} => {class=g}",0.29,1.00,0.00 
"{a25=(0.087075;0.999495],a30=(-0.901705;0.930305],a33=(0.0002;0.994855],a27=(0.52812;0.999945]} => {class=g}",0.28,1.00,0.00 
"{a21=(0.051535;0.99888],a25=(0.087075;0.999495],a30=(-0.901705;0.930305],a27=(0.52812;0.999945]} => {class=g}",0.28,1.00,0.00 
"{a24=(-0.987455;0.89747],a21=(0.051535;0.99888],a31=(0.132415;0.99556],a27=(0.52812;0.999945]} => {class=g}",0.28,1.00,0.00 
"{a21=(0.051535;0.99888],a31=(0.132415;0.99556],a19=[-Inf; Inf],a27=(0.52812;0.999945]} => {class=g}",0.28,1.00,0.00 
"{a21=(0.051535;0.99888],a18=(-0.805795;0.99361],a31=(0.132415;0.99556],a27=(0.52812;0.999945]} => {class=g}",0.28,1.00,0.00 
"{a33=(0.0002;0.994855],a02=0,a31=(0.132415;0.99556],a27=(0.52812;0.999945]} => {class=g}",0.30,1.00,0.00 
"{a27=(0.52812;0.999945],a21=(0.051535;0.99888],a25=(0.087075;0.999495],a01=1} => {class=g}",0.29,1.00,0.00 
"{a25=(0.087075;0.999495],a02=0,a33=(0.0002;0.994855],a27=(0.52812;0.999945]} => {class=g}",0.29,1.00,0.00 
"{a27=(0.52812;0.999945],a25=(0.087075;0.999495],a33=(0.0002;0.994855],a01=1} => {class=g}",0.29,1.00,0.00 
"{ } => {class=g}", 0,0,0
