rules,suppport,confidence,lift
"{attribute_37=[-Inf;0.45385],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_39=[-Inf; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_37=[-Inf;0.45385],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_54=[-Inf; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_37=[-Inf;0.45385],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_1=[-Inf; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_36=[-Inf;0.5047],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_13=(0.16265; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_37=[-Inf;0.45385],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_24=[-Inf; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_37=[-Inf;0.45385],attribute_48=(0.07585; Inf],attribute_26=[-Inf; Inf],attribute_51=(0.01285; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_37=[-Inf;0.45385],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_29=[-Inf; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_37=[-Inf;0.45385],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_55=[-Inf; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_33=[-Inf; Inf],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_37=[-Inf;0.45385]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_37=[-Inf;0.45385],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_53=[-Inf; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_37=[-Inf;0.45385],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_40=[-Inf; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_37=[-Inf;0.45385],attribute_46=[-Inf; Inf],attribute_48=(0.07585; Inf],attribute_51=(0.01285; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_37=[-Inf;0.45385],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_21=[-Inf; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_37=[-Inf;0.45385],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_27=[-Inf; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_37=[-Inf;0.45385],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_30=[-Inf; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_37=[-Inf;0.45385],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_57=[-Inf; Inf]} => {Class=Mine}",0.25,1.00,0.00 
"{attribute_37=[-Inf;0.45385],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_47=(0.06235; Inf]} => {Class=Mine}",0.24,1.00,0.00 
"{attribute_37=[-Inf;0.45385],attribute_51=(0.01285; Inf],attribute_48=(0.07585; Inf],attribute_13=(0.16265; Inf]} => {Class=Mine}",0.24,1.00,0.00 
"{ } => {Class=Mine}", 0,0,0
