rules,suppport,confidence,lift
"{rawblue.mean=(101.7777; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawred.mean=(67.83335; Inf],rawblue.mean=(101.7777; Inf]} => {class=sky}",0.14,1.00,0.00 
"{value.mean=(101.7777; Inf],region.pixel.count=9} => {class=sky}",0.14,1.00,0.00 
"{region.pixel.count=9,intensity.mean=(82.9815; Inf]} => {class=sky}",0.14,1.00,0.00 
"{short.line.density.2=[-Inf;0.0555555],rawred.mean=(67.83335; Inf]} => {class=sky}",0.14,1.00,0.00 
"{short.line.density.2=[-Inf;0.0555555],rawgreen.mean=(71.27775; Inf]} => {class=sky}",0.14,1.00,0.00 
"{region.pixel.count=9,exgreen.mean=(3.444445; Inf]} => {class=grass}",0.14,1.00,0.00 
"{value.mean=(101.7777; Inf],short.line.density.5=[-Inf;0.0555555]} => {class=sky}",0.13,1.00,0.00 
"{rawgreen.mean=(36.05555;55.83335],region.centroid.row=(170.5;210.5]} => {class=path}",0.11,1.00,0.00 
"{exgreen.mean=(3.444445; Inf],short.line.density.5=[-Inf;0.0555555]} => {class=grass}",0.11,1.00,0.00 
"{rawgreen.mean=(71.27775; Inf],hedge.mean=(0.8333335;1.916665]} => {class=sky}",0.10,1.00,0.00 
"{ } => {class=brickface}", 0,0,0
