rules,suppport,confidence,lift
"{X8=1,X7=(-0.9284215; Inf],X1=1,X14=(-0.99016; Inf]} => {Y=1}",0.09,1.00,0.00 
"{X10=[-Inf;-0.9253735],X2=[-Inf;-0.181654],X5=[-Inf;0.153846],X14=[-Inf;-0.99016],X1=-1,X8=-1} => {Y=-1}",0.08,1.00,0.00 
"{X1=1,X8=1,X7=(-0.9284215; Inf],X6=(-0.875; Inf],X4=(-0.5; Inf],X14=(-0.99016; Inf]} => {Y=1}",0.08,1.00,0.00 
"{X8=1,X1=1,X14=(-0.99016; Inf]} => {Y=1}",0.11,1.00,0.00 
"{X8=1,X7=(-0.9284215; Inf],X13=(-0.9005; Inf],X6=(-0.875; Inf],X14=(-0.99016; Inf]} => {Y=1}",0.08,1.00,0.00 
"{X12=[-Inf; Inf],X1=1,X8=1,X6=(-0.875; Inf],X4=(-0.5; Inf],X14=(-0.99016; Inf]} => {Y=1}",0.09,1.00,0.00 
"{X12=[-Inf; Inf],X10=[-Inf;-0.9253735],X3=(-0.6994645; Inf],X5=[-Inf;0.153846],X14=[-Inf;-0.99016],X8=-1} => {Y=-1}",0.08,1.00,0.00 
"{X12=[-Inf; Inf],X9=1,X2=[-Inf;-0.181654],X14=[-Inf;-0.99016],X8=-1} => {Y=-1}",0.08,1.00,0.00 
"{X8=1,X9=1,X1=1,X14=(-0.99016; Inf]} => {Y=1}",0.09,1.00,0.00 
"{X12=[-Inf; Inf],X9=1,X1=1,X8=1,X6=(-0.875; Inf],X14=(-0.99016; Inf]} => {Y=1}",0.09,1.00,0.00 
"{X9=1,X1=1,X8=1,X6=(-0.875; Inf],X4=(-0.5; Inf],X14=(-0.99016; Inf]} => {Y=1}",0.08,1.00,0.00 
"{X12=[-Inf; Inf],X10=[-Inf;-0.9253735],X2=[-Inf;-0.181654],X14=[-Inf;-0.99016],X5=[-Inf;0.153846],X1=-1,X8=-1} => {Y=-1}",0.08,1.00,0.00 
"{X12=[-Inf; Inf],X2=[-Inf;-0.181654],X1=1,X8=1,X14=(-0.99016; Inf]} => {Y=1}",0.08,1.00,0.00 
"{ } => {Y=-1}", 0,0,0
