rules,suppport,confidence,lift
"{mass=[-Inf;27.85],plas=[-Inf;99.5],preg=[-Inf;6.5]} => {class=tested_negative}",0.09,1.00,0.00 
"{insu=[-Inf; Inf],mass=[-Inf;27.85],pedi=[-Inf;0.5275],plas=[-Inf;99.5]} => {class=tested_negative}",0.08,1.00,0.00 
"{plas=[-Inf;99.5],mass=[-Inf;27.85],pedi=[-Inf;0.5275],age=[-Inf;28.5]} => {class=tested_negative}",0.07,1.00,0.00 
"{mass=[-Inf;27.85],pedi=[-Inf;0.5275],age=[-Inf;28.5],plas=(99.5;127.5]} => {class=tested_negative}",0.05,1.00,0.00 
"{insu=[-Inf; Inf],pedi=(0.5275; Inf],plas=(159.5; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.02,1.00,0.00 
"{plas=[-Inf;99.5],mass=[-Inf;27.85],pedi=(0.5275; Inf],preg=[-Inf;6.5]} => {class=tested_negative}",0.02,1.00,0.00 
"{pedi=(0.5275; Inf],skin=[-Inf; Inf],plas=(159.5; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.02,1.00,0.00 
"{pedi=(0.5275; Inf],mass=(27.85; Inf],plas=(159.5; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.02,1.00,0.00 
"{pedi=(0.5275; Inf],mass=(27.85; Inf],preg=(6.5; Inf],plas=(99.5;127.5]} => {class=tested_positive}",0.02,1.00,0.00 
"{mass=[-Inf;27.85],age=(28.5; Inf],plas=(159.5; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.00,1.00,0.00 
"{mass=[-Inf;27.85],plas=(159.5; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.00,1.00,0.00 
"{mass=[-Inf;27.85],skin=[-Inf; Inf],plas=(159.5; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.00,1.00,0.00 
"{mass=[-Inf;27.85],skin=[-Inf; Inf],age=[-Inf;28.5],plas=(159.5; Inf]} => {class=tested_negative}",0.00,1.00,0.00 
"{mass=[-Inf;27.85],age=[-Inf;28.5],plas=(159.5; Inf],pres=[-Inf; Inf]} => {class=tested_negative}",0.00,1.00,0.00 
"{mass=[-Inf;27.85],age=[-Inf;28.5],plas=(159.5; Inf]} => {class=tested_negative}",0.00,1.00,0.00 
"{mass=[-Inf;27.85],pedi=[-Inf;0.5275],age=[-Inf;28.5],preg=(6.5; Inf]} => {class=tested_negative}",0.00,1.00,0.00 
"{mass=[-Inf;27.85],pedi=[-Inf;0.5275],age=[-Inf;28.5],plas=(159.5; Inf]} => {class=tested_negative}",0.00,1.00,0.00 
"{mass=[-Inf;27.85],pedi=[-Inf;0.5275],plas=(159.5; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.00,1.00,0.00 
"{ } => {class=tested_negative}", 0,0,0
