rules,suppport,confidence,lift
"{Na=(13.85; Inf],Al=(1.775; Inf],Ca=(8.315;10.48]} => {Type=headlamps}",0.10,1.00,0.00 
"{Na=(13.85; Inf],Al=(1.775; Inf],Ca=(8.315;10.48],Mg=[-Inf;2.695]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.335; Inf],Al=(1.775; Inf],Si=[-Inf; Inf],Ca=(8.315;10.48]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.335; Inf],Al=(1.775; Inf],Fe=[-Inf; Inf],Ca=(8.315;10.48]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.335; Inf],RI=[-Inf;1.517335],Si=[-Inf; Inf],Ca=(8.315;10.48]} => {Type=headlamps}",0.09,1.00,0.00 
"{Na=(13.85; Inf],RI=[-Inf;1.517335],Mg=[-Inf;2.695],Ca=(8.315;10.48]} => {Type=headlamps}",0.09,1.00,0.00 
"{RI=[-Inf;1.517335],Na=(13.85; Inf],Ca=(8.315;10.48]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.335; Inf],RI=[-Inf;1.517335],Mg=[-Inf;2.695],Ca=(8.315;10.48]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.335; Inf],K=[-Inf;0.05],Na=(13.85; Inf],Fe=[-Inf; Inf]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.335; Inf],Al=(1.775; Inf],K=[-Inf;0.05]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.335; Inf],K=[-Inf;0.05],Si=[-Inf; Inf]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.335; Inf],Na=(13.85; Inf],Al=(1.775; Inf],K=[-Inf;0.05]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.335; Inf],K=[-Inf;0.05],Mg=[-Inf;2.695],Fe=[-Inf; Inf]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.335; Inf],K=[-Inf;0.05],Fe=[-Inf; Inf]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.335; Inf],K=[-Inf;0.05]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.335; Inf],K=[-Inf;0.05],Ca=(8.315;10.48]} => {Type=headlamps}",0.08,1.00,0.00 
"{Ba=(0.335; Inf],Al=(1.775; Inf],K=[-Inf;0.05],Ca=(8.315;10.48]} => {Type=headlamps}",0.08,1.00,0.00 
"{Ba=(0.335; Inf],RI=[-Inf;1.517335],Al=(1.775; Inf],K=[-Inf;0.05]} => {Type=headlamps}",0.08,1.00,0.00 
"{Ba=(0.335; Inf],RI=[-Inf;1.517335],K=[-Inf;0.05]} => {Type=headlamps}",0.08,1.00,0.00 
"{ } => {Type=build wind non-float}", 0,0,0
