rules,suppport,confidence,lift
"{A12=f,A9=f,A4=y} => {class=-}",0.09,1.00,0.00 
"{A12=f,A5=p,A9=f} => {class=-}",0.09,1.00,0.00 
"{A12=f,A9=f,A11=[-Inf;2.5],A4=y} => {class=-}",0.09,1.00,0.00 
"{A12=f,A5=p,A9=f,A11=[-Inf;2.5]} => {class=-}",0.09,1.00,0.00 
"{A12=f,A13=g,A9=f,A4=y} => {class=-}",0.09,1.00,0.00 
"{A12=f,A13=g,A5=p,A9=f} => {class=-}",0.09,1.00,0.00 
"{A4=y,A13=g,A8=[-Inf;1.1875],A9=f} => {class=-}",0.09,1.00,0.00 
"{A12=f,A15=[-Inf;254.5],A9=f,A4=y} => {class=-}",0.08,1.00,0.00 
"{A15=[-Inf;254.5],A9=f,A14=[-Inf;99.5]} => {class=-}",0.08,1.00,0.00 
"{A12=t,A5=g,A9=t,A14=[-Inf;99.5]} => {class=+}",0.08,1.00,0.00 
"{A13=g,A15=[-Inf;254.5],A9=f,A10=t} => {class=-}",0.08,1.00,0.00 
"{A14=[-Inf;99.5],A9=f,A11=[-Inf;2.5],A2=[-Inf;40.96]} => {class=-}",0.07,1.00,0.00 
"{A3=[-Inf;4.2075],A12=f,A9=f,A4=y} => {class=-}",0.07,1.00,0.00 
"{A3=[-Inf;4.2075],A12=f,A5=p,A9=f} => {class=-}",0.07,1.00,0.00 
"{A13=g,A15=[-Inf;254.5],A9=f,A14=[-Inf;99.5]} => {class=-}",0.06,1.00,0.00 
"{A13=g,A7=ff,A9=f} => {class=-}",0.06,1.00,0.00 
"{A5=g,A15=[-Inf;254.5],A9=f,A14=[-Inf;99.5]} => {class=-}",0.06,1.00,0.00 
"{A6=c,A8=[-Inf;1.1875],A9=f} => {class=-}",0.06,1.00,0.00 
"{A7=ff,A6=ff,A9=f} => {class=-}",0.06,1.00,0.00 
"{ } => {class=-}", 0,0,0
