rules,suppport,confidence,lift
"{enamelability=[-Inf;1.82142857143],carbon=[-Inf;3.5],surface.quality=E,condition=S} => {class=3}",0.31,1.00,0.00 
"{enamelability=[-Inf;1.82142857143],surface.quality=E,condition=S,bore=[-Inf; Inf]} => {class=3}",0.31,1.00,0.00 
"{surface.quality=E,condition=S,strength=[-Inf;375]} => {class=3}",0.31,1.00,0.00 
"{surface.quality=E,condition=S,strength=[-Inf;375],bore=[-Inf; Inf]} => {class=3}",0.31,1.00,0.00 
"{enamelability=[-Inf;1.82142857143],surface.quality=E,condition=S} => {class=3}",0.31,1.00,0.00 
"{carbon=[-Inf;3.5],surface.quality=E,condition=S} => {class=3}",0.31,1.00,0.00 
"{product.type=C,surface.quality=E,condition=S,strength=[-Inf;375]} => {class=3}",0.31,1.00,0.00 
"{carbon=[-Inf;3.5],surface.quality=E,hardness=[-Inf;22.5]} => {class=3}",0.30,1.00,0.00 
"{formability=(1.5;2.10741444867],surface.quality=E,condition=S} => {class=3}",0.23,1.00,0.00 
"{formability=(1.5;2.10741444867],surface.quality=E,bore=[-Inf; Inf]} => {class=3}",0.23,1.00,0.00 
"{formability=(1.5;2.10741444867],surface.quality=E,condition=S,strength=[-Inf;375]} => {class=3}",0.23,1.00,0.00 
"{formability=(1.5;2.10741444867],surface.quality=E,packing=3} => {class=3}",0.23,1.00,0.00 
"{packing=3,surface.quality=E,condition=S,strength=[-Inf;375]} => {class=3}",0.31,1.00,0.00 
"{enamelability=[-Inf;1.82142857143],surface.quality=E,condition=S,packing=3} => {class=3}",0.31,1.00,0.00 
"{packing=3,carbon=[-Inf;3.5],surface.quality=E,condition=S} => {class=3}",0.31,1.00,0.00 
"{ } => {class=3}", 0,0,0
