rules,suppport,confidence,lift
"{word_freq_business=[-Inf;0.065],word_freq_order=[-Inf;0.045],word_freq_george=(0.005; Inf]} => {class=0}",0.14,1.00,0.00 
"{word_freq_george=(0.005; Inf],word_freq_order=[-Inf;0.045],word_freq_make=[-Inf;0.065]} => {class=0}",0.14,1.00,0.00 
"{word_freq_font=[-Inf;0.115],X.char_freq_..21.=[-Inf;0.005],word_freq_george=(0.005; Inf]} => {class=0}",0.14,1.00,0.00 
"{word_freq_george=(0.005; Inf],X.char_freq_..21.=[-Inf;0.005],word_freq_table=[-Inf; Inf]} => {class=0}",0.14,1.00,0.00 
"{word_freq_george=(0.005; Inf],X.char_freq_..21.=[-Inf;0.005]} => {class=0}",0.14,1.00,0.00 
"{X.char_freq_..23.=[-Inf;0.0075],word_freq_order=[-Inf;0.045],word_freq_george=(0.005; Inf]} => {class=0}",0.13,1.00,0.00 
"{word_freq_receive=[-Inf;0.045],word_freq_george=(0.005; Inf],X.char_freq_..21.=[-Inf;0.005]} => {class=0}",0.13,1.00,0.00 
"{word_freq_george=(0.005; Inf],X.char_freq_..21.=[-Inf;0.005],word_freq_money=[-Inf;0.01]} => {class=0}",0.13,1.00,0.00 
"{word_freq_george=(0.005; Inf],X.char_freq_..21.=[-Inf;0.005],word_freq_people=[-Inf;0.105]} => {class=0}",0.13,1.00,0.00 
"{word_freq_conference=[-Inf;0.01],word_freq_george=(0.005; Inf],X.char_freq_..21.=[-Inf;0.005]} => {class=0}",0.13,1.00,0.00 
"{word_freq_business=[-Inf;0.065],X.char_freq_..21.=[-Inf;0.005],word_freq_george=(0.005; Inf]} => {class=0}",0.13,1.00,0.00 
"{word_freq_george=(0.005; Inf],word_freq_your=[-Inf;0.405]} => {class=0}",0.12,1.00,0.00 
"{word_freq_george=(0.005; Inf],word_freq_meeting=[-Inf;0.455],X.char_freq_..21.=[-Inf;0.005]} => {class=0}",0.12,1.00,0.00 
"{X.char_freq_..23.=[-Inf;0.0075],X.char_freq_..21.=[-Inf;0.005],word_freq_george=(0.005; Inf]} => {class=0}",0.12,1.00,0.00 
"{word_freq_george=(0.005; Inf],word_freq_report=[-Inf;0.045],word_freq_your=[-Inf;0.405]} => {class=0}",0.12,1.00,0.00 
"{ } => {class=0}", 0,0,0
