rules,suppport,confidence,lift
"{X7=[-Inf;-0.916667],X5=[-Inf;-0.153846],X14=[-Inf;-0.99016],X9=-1,X8=-1} => {Y=-1}",0.13,1.00,0.00 
"{X12=[-Inf; Inf],X2=[-Inf; Inf],X8=1,X13=[-Inf;-0.895],X7=(-0.916667; Inf],X6=(-0.875; Inf],X4=(-0.5; Inf]} => {Y=1}",0.12,1.00,0.00 
"{X12=[-Inf; Inf],X8=1,X7=(-0.916667; Inf],X6=(-0.875; Inf],X14=(-0.99016; Inf]} => {Y=1}",0.13,1.00,0.00 
"{X12=[-Inf; Inf],X2=[-Inf; Inf],X8=1,X13=[-Inf;-0.895],X7=(-0.916667; Inf],X4=(-0.5; Inf]} => {Y=1}",0.13,1.00,0.00 
"{X2=[-Inf; Inf],X8=1,X7=(-0.916667; Inf],X6=(-0.875; Inf],X4=(-0.5; Inf],X14=(-0.99016; Inf]} => {Y=1}",0.12,1.00,0.00 
"{X8=1,X10=(-0.9253735; Inf],X2=[-Inf; Inf],X14=(-0.99016; Inf]} => {Y=1}",0.13,1.00,0.00 
"{X8=-1,X7=[-Inf;-0.916667],X3=[-Inf;-0.6994645],X5=[-Inf;-0.153846]} => {Y=-1}",0.13,1.00,0.00 
"{X12=[-Inf; Inf],X7=[-Inf;-0.916667],X2=[-Inf; Inf],X5=[-Inf;-0.153846],X8=-1,X3=[-Inf;-0.6994645]} => {Y=-1}",0.13,1.00,0.00 
"{X12=[-Inf; Inf],X2=[-Inf; Inf],X8=1,X7=(-0.916667; Inf],X4=(-0.5; Inf],X14=(-0.99016; Inf]} => {Y=1}",0.13,1.00,0.00 
"{X2=[-Inf; Inf],X8=1,X7=(-0.916667; Inf],X6=(-0.875; Inf],X14=(-0.99016; Inf]} => {Y=1}",0.13,1.00,0.00 
"{X12=[-Inf; Inf],X8=1,X13=[-Inf;-0.895],X7=(-0.916667; Inf],X6=(-0.875; Inf],X4=(-0.5; Inf]} => {Y=1}",0.12,1.00,0.00 
"{X12=[-Inf; Inf],X7=[-Inf;-0.916667],X5=[-Inf;-0.153846],X14=[-Inf;-0.99016],X8=-1} => {Y=-1}",0.16,1.00,0.00 
"{X12=[-Inf; Inf],X10=[-Inf;-0.9253735],X2=[-Inf; Inf],X7=[-Inf;-0.916667],X5=[-Inf;-0.153846],X14=[-Inf;-0.99016],X9=-1,X8=-1} => {Y=-1}",0.13,1.00,0.00 
"{ } => {Y=-1}", 0,0,0
