rules,suppport,confidence,lift
"{TSH=[-Inf;6.05],referral.source=SVI} => {Class=negative}",0.24,1.00,0.00 
"{TSH=[-Inf;6.05],on.thyroxine=t} => {Class=negative}",0.11,1.00,0.00 
"{hypopituitary=f,TT4=(148.5; Inf]} => {Class=negative}",0.10,1.00,0.00 
"{TSH.measured=f,thyroid.surgery=f} => {Class=negative}",0.10,1.00,0.00 
"{TSH=[-Inf;6.05],TSH.measured=f} => {Class=negative}",0.10,1.00,0.00 
"{age=[-Inf; Inf],TT4=(148.5; Inf]} => {Class=negative}",0.10,1.00,0.00 
"{I131.treatment=f,TSH.measured=f} => {Class=negative}",0.10,1.00,0.00 
"{TBG.measured=f,TSH.measured=f} => {Class=negative}",0.10,1.00,0.00 
"{T3=(1.05; Inf],TSH.measured=f} => {Class=negative}",0.10,1.00,0.00 
"{T3=(1.05; Inf],TT4=(148.5; Inf]} => {Class=negative}",0.10,1.00,0.00 
"{thyroid.surgery=f,TT4=(148.5; Inf]} => {Class=negative}",0.10,1.00,0.00 
"{TT4=(148.5; Inf],sick=f} => {Class=negative}",0.10,1.00,0.00 
"{I131.treatment=f,TT4=(148.5; Inf]} => {Class=negative}",0.10,1.00,0.00 
"{TSH.measured=f,query.hypothyroid=f} => {Class=negative}",0.10,1.00,0.00 
"{tumor=f,TT4=(148.5; Inf]} => {Class=negative}",0.09,1.00,0.00 
"{TSH.measured=t,TT4=(148.5; Inf]} => {Class=negative}",0.09,1.00,0.00 
"{TT4=(148.5; Inf],pregnant=f} => {Class=negative}",0.09,1.00,0.00 
"{ } => {Class=negative}", 0,0,0
