rules,suppport,confidence,lift
"{word_freq_george=(0.005; Inf],word_freq_order=[-Inf;0.045],X.char_freq_..24.=[-Inf;0.0125]} => {class=0}",0.14,1.00,0.00 
"{word_freq_george=(0.005; Inf],word_freq_order=[-Inf;0.045],word_freq_business=[-Inf;0.055]} => {class=0}",0.14,1.00,0.00 
"{word_freq_george=(0.005; Inf],word_freq_order=[-Inf;0.045],word_freq_over=[-Inf;0.075]} => {class=0}",0.14,1.00,0.00 
"{word_freq_george=(0.005; Inf],word_freq_3d=[-Inf;0.155],X.char_freq_..21.=[-Inf;0.0055]} => {class=0}",0.14,1.00,0.00 
"{word_freq_george=(0.005; Inf],X.char_freq_..21.=[-Inf;0.0055]} => {class=0}",0.14,1.00,0.00 
"{word_freq_george=(0.005; Inf],word_freq_parts=[-Inf; Inf],X.char_freq_..21.=[-Inf;0.0055]} => {class=0}",0.14,1.00,0.00 
"{word_freq_edu=[-Inf;0.05],word_freq_george=(0.005; Inf],X.char_freq_..21.=[-Inf;0.0055]} => {class=0}",0.13,1.00,0.00 
"{word_freq_business=[-Inf;0.055],word_freq_george=(0.005; Inf],X.char_freq_..21.=[-Inf;0.0055]} => {class=0}",0.13,1.00,0.00 
"{word_freq_george=(0.005; Inf],word_freq_internet=[-Inf;0.035],X.char_freq_..21.=[-Inf;0.0055]} => {class=0}",0.13,1.00,0.00 
"{word_freq_george=(0.005; Inf],word_freq_address=[-Inf;0.075],X.char_freq_..21.=[-Inf;0.0055]} => {class=0}",0.13,1.00,0.00 
"{word_freq_george=(0.005; Inf],word_freq_your=[-Inf;0.395],word_freq_parts=[-Inf; Inf]} => {class=0}",0.12,1.00,0.00 
"{word_freq_george=(0.005; Inf],word_freq_your=[-Inf;0.395],word_freq_credit=[-Inf;0.07]} => {class=0}",0.12,1.00,0.00 
"{word_freq_money=[-Inf;0.035],word_freq_george=(0.005; Inf],word_freq_your=[-Inf;0.395]} => {class=0}",0.12,1.00,0.00 
"{word_freq_receive=[-Inf;0.045],word_freq_george=(0.005; Inf],word_freq_your=[-Inf;0.395]} => {class=0}",0.12,1.00,0.00 
"{word_freq_george=(0.005; Inf],word_freq_order=[-Inf;0.045],X.char_freq_..21.=[-Inf;0.0055]} => {class=0}",0.12,1.00,0.00 
"{ } => {class=0}", 0,0,0
