rules,suppport,confidence,lift
"{rawgreen.mean=(71.27775; Inf],rawblue.mean=(101.11105; Inf]} => {class=sky}",0.14,1.00,0.00 
"{value.mean=(101.11105; Inf],rawgreen.mean=(71.27775; Inf],rawblue.mean=(101.11105; Inf]} => {class=sky}",0.14,1.00,0.00 
"{value.mean=(101.11105; Inf],intensity.mean=(79.5926; Inf],rawred.mean=(67.83335; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawgreen.mean=(71.27775; Inf],intensity.mean=(79.5926; Inf],rawred.mean=(67.83335; Inf]} => {class=sky}",0.14,1.00,0.00 
"{value.mean=(101.11105; Inf],intensity.mean=(79.5926; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawgreen.mean=(71.27775; Inf],intensity.mean=(79.5926; Inf]} => {class=sky}",0.14,1.00,0.00 
"{value.mean=(101.11105; Inf],intensity.mean=(79.5926; Inf],rawblue.mean=(101.11105; Inf]} => {class=sky}",0.14,1.00,0.00 
"{value.mean=(101.11105; Inf],rawblue.mean=(101.11105; Inf]} => {class=sky}",0.14,1.00,0.00 
"{intensity.mean=(79.5926; Inf],rawred.mean=(67.83335; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawgreen.mean=(71.27775; Inf],intensity.mean=(79.5926; Inf],rawblue.mean=(101.11105; Inf]} => {class=sky}",0.14,1.00,0.00 
"{intensity.mean=(79.5926; Inf]} => {class=sky}",0.14,1.00,0.00 
"{intensity.mean=(79.5926; Inf],rawblue.mean=(101.11105; Inf],rawred.mean=(67.83335; Inf]} => {class=sky}",0.14,1.00,0.00 
"{value.mean=(101.11105; Inf],rawred.mean=(67.83335; Inf]} => {class=sky}",0.14,1.00,0.00 
"{value.mean=(101.11105; Inf],rawgreen.mean=(71.27775; Inf],rawred.mean=(67.83335; Inf]} => {class=sky}",0.14,1.00,0.00 
"{value.mean=(101.11105; Inf],rawgreen.mean=(71.27775; Inf],intensity.mean=(79.5926; Inf],rawred.mean=(67.83335; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawgreen.mean=(71.27775; Inf],intensity.mean=(79.5926; Inf],region.pixel.count=9} => {class=sky}",0.14,1.00,0.00 
"{region.pixel.count=9,intensity.mean=(79.5926; Inf],rawred.mean=(67.83335; Inf]} => {class=sky}",0.14,1.00,0.00 
"{value.mean=(101.11105; Inf],rawgreen.mean=(71.27775; Inf],intensity.mean=(79.5926; Inf],region.pixel.count=9} => {class=sky}",0.14,1.00,0.00 
"{region.pixel.count=9,rawblue.mean=(101.11105; Inf],rawred.mean=(67.83335; Inf]} => {class=sky}",0.14,1.00,0.00 
"{region.pixel.count=9,intensity.mean=(79.5926; Inf],rawblue.mean=(101.11105; Inf]} => {class=sky}",0.14,1.00,0.00 
"{region.pixel.count=9,rawred.mean=(67.83335; Inf]} => {class=sky}",0.14,1.00,0.00 
"{rawgreen.mean=(71.27775; Inf],region.pixel.count=9} => {class=sky}",0.14,1.00,0.00 
"{ } => {class=brickface}", 0,0,0
