rules,suppport,confidence,lift
"{A9=t,A5=g,A15=(492; Inf],A1=b} => {class=+}",0.09,1.00,0.00 
"{A13=g,A5=p,A9=f,A8=[-Inf;1.02]} => {class=-}",0.08,1.00,0.00 
"{A1=b,A8=(1.02; Inf],A15=(492; Inf],A10=t} => {class=+}",0.07,1.00,0.00 
"{A9=t,A11=(2.5; Inf],A1=b,A14=[-Inf;105]} => {class=+}",0.07,1.00,0.00 
"{A4=u,A11=(2.5; Inf],A1=b,A14=[-Inf;105]} => {class=+}",0.07,1.00,0.00 
"{A9=t,A15=(492; Inf],A1=b,A7=v} => {class=+}",0.07,1.00,0.00 
"{A8=(1.02; Inf],A15=(492; Inf],A11=(2.5; Inf],A1=b} => {class=+}",0.06,1.00,0.00 
"{A3=[-Inf;4.2075],A15=(492; Inf],A1=b,A9=t} => {class=+}",0.06,1.00,0.00 
"{A12=f,A8=(1.02; Inf],A11=(2.5; Inf],A1=b} => {class=+}",0.06,1.00,0.00 
"{A12=f,A5=p,A9=f,A1=b} => {class=-}",0.06,1.00,0.00 
"{A3=[-Inf;4.2075],A8=(1.02; Inf],A15=(492; Inf],A9=t} => {class=+}",0.05,1.00,0.00 
"{A9=t,A12=f,A15=(492; Inf],A1=b} => {class=+}",0.05,1.00,0.00 
"{A12=t,A15=(492; Inf],A11=(2.5; Inf],A10=t} => {class=+}",0.05,1.00,0.00 
"{A5=p,A9=f,A8=[-Inf;1.02],A7=v} => {class=-}",0.05,1.00,0.00 
"{A12=t,A2=[-Inf; Inf],A15=(492; Inf],A11=(2.5; Inf]} => {class=+}",0.05,1.00,0.00 
"{A12=t,A15=(492; Inf],A11=(2.5; Inf],A9=t} => {class=+}",0.05,1.00,0.00 
"{A4=y,A9=f,A8=[-Inf;1.02],A7=v} => {class=-}",0.05,1.00,0.00 
"{A13=g,A6=ff,A9=f} => {class=-}",0.05,1.00,0.00 
"{ } => {class=-}", 0,0,0
