rules,suppport,confidence,lift
"{block_of_affere=yes,lym_nodes_enlar=[-Inf; Inf],changes_in_node=lac_margin,no_of_nodes_in=[-Inf;2.5]} => {class=metastases}",0.29,1.00,0.00 
"{block_of_affere=yes,changes_in_node=lac_margin,no_of_nodes_in=[-Inf;2.5],by_pass=no} => {class=metastases}",0.23,1.00,0.00 
"{block_of_affere=yes,changes_in_node=lac_margin,no_of_nodes_in=[-Inf;2.5],early_uptake_in=yes} => {class=metastases}",0.18,1.00,0.00 
"{special_forms=vesicles,bl_of_lymph_s=no,dislocation_of=yes,block_of_affere=no} => {class=malign_lymph}",0.18,1.00,0.00 
"{special_forms=vesicles,dislocation_of=yes,lym_nodes_enlar=[-Inf; Inf],block_of_affere=no} => {class=malign_lymph}",0.18,1.00,0.00 
"{block_of_affere=yes,special_forms=chalices,lym_nodes_enlar=[-Inf; Inf],no_of_nodes_in=[-Inf;2.5]} => {class=metastases}",0.17,1.00,0.00 
"{block_of_affere=yes,special_forms=chalices,no_of_nodes_in=[-Inf;2.5]} => {class=metastases}",0.17,1.00,0.00 
"{block_of_affere=yes,changes_in_lym=round,changes_in_node=lac_margin,no_of_nodes_in=[-Inf;2.5]} => {class=metastases}",0.17,1.00,0.00 
"{special_forms=vesicles,no_of_nodes_in=(2.5; Inf],dislocation_of=yes,by_pass=no} => {class=malign_lymph}",0.17,1.00,0.00 
"{changes_in_lym=round,special_forms=chalices,lym_nodes_enlar=[-Inf; Inf]} => {class=metastases}",0.16,1.00,0.00 
"{regeneration_of=no,changes_in_lym=round,special_forms=chalices,lym_nodes_enlar=[-Inf; Inf]} => {class=metastases}",0.16,1.00,0.00 
"{regeneration_of=no,changes_in_lym=round,lym_nodes_dimin=[-Inf;2.5],special_forms=chalices} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,changes_in_lym=round,lym_nodes_dimin=[-Inf;2.5],special_forms=chalices} => {class=metastases}",0.15,1.00,0.00 
"{ } => {class=metastases}", 0,0,0
