rules,suppport,confidence,lift
"{block_of_affere=yes,changes_in_node=lac_margin,lym_nodes_enlar=[-Inf;2.5]} => {class=metastases}",0.23,1.00,0.00 
"{block_of_affere=yes,special_forms=chalices,lym_nodes_dimin=[-Inf; Inf]} => {class=metastases}",0.21,1.00,0.00 
"{block_of_affere=yes,bl_of_lymph_s=no,special_forms=chalices,regeneration_of=no} => {class=metastases}",0.20,1.00,0.00 
"{block_of_affere=yes,bl_of_lymph_s=no,lym_nodes_dimin=[-Inf; Inf],special_forms=chalices} => {class=metastases}",0.20,1.00,0.00 
"{bl_of_lymph_c=no,special_forms=vesicles,dislocation_of=yes,block_of_affere=no} => {class=malign_lymph}",0.19,1.00,0.00 
"{special_forms=vesicles,dislocation_of=yes,block_of_affere=no} => {class=malign_lymph}",0.19,1.00,0.00 
"{lym_nodes_dimin=[-Inf; Inf],special_forms=vesicles,dislocation_of=yes,block_of_affere=no} => {class=malign_lymph}",0.19,1.00,0.00 
"{block_of_affere=yes,special_forms=chalices,changes_in_node=lac_margin,no_of_nodes_in=[-Inf;3.5]} => {class=metastases}",0.18,1.00,0.00 
"{special_forms=vesicles,dislocation_of=yes,block_of_affere=no,early_uptake_in=yes} => {class=malign_lymph}",0.18,1.00,0.00 
"{regeneration_of=no,special_forms=vesicles,dislocation_of=yes,block_of_affere=no} => {class=malign_lymph}",0.18,1.00,0.00 
"{block_of_affere=yes,changes_in_node=lac_margin,exclusion_of_no=yes,lym_nodes_enlar=[-Inf;2.5]} => {class=metastases}",0.17,1.00,0.00 
"{special_forms=vesicles,dislocation_of=yes,block_of_affere=no,by_pass=no} => {class=malign_lymph}",0.17,1.00,0.00 
"{block_of_affere=yes,special_forms=chalices,by_pass=no} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,changes_in_node=lac_margin,changes_in_lym=oval} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,changes_in_node=lac_margin,changes_in_lym=oval,no_of_nodes_in=[-Inf;3.5]} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,special_forms=chalices,regeneration_of=no,by_pass=no} => {class=metastases}",0.16,1.00,0.00 
"{block_of_affere=yes,special_forms=chalices,no_of_nodes_in=[-Inf;3.5],by_pass=no} => {class=metastases}",0.15,1.00,0.00 
"{block_of_affere=yes,bl_of_lymph_s=no,changes_in_node=lac_margin,changes_in_lym=oval} => {class=metastases}",0.15,1.00,0.00 
"{block_of_affere=yes,by_pass=yes,regeneration_of=no} => {class=metastases}",0.14,1.00,0.00 
"{block_of_affere=yes,special_forms=chalices,lym_nodes_enlar=[-Inf;2.5]} => {class=metastases}",0.14,1.00,0.00 
"{ } => {class=metastases}", 0,0,0
