rules,suppport,confidence,lift
"{X12=[-Inf; Inf],X9=1,X1=1,X8=1,X14=(-0.99016; Inf]} => {Y=1}",0.10,1.00,0.00 
"{X8=1,X7=(-0.9284215; Inf],X1=1,X14=(-0.99016; Inf]} => {Y=1}",0.09,1.00,0.00 
"{X12=[-Inf; Inf],X8=1,X1=1,X14=(-0.99016; Inf]} => {Y=1}",0.11,1.00,0.00 
"{X10=[-Inf;-0.9253735],X5=[-Inf;-0.307692],X7=[-Inf;-0.9284215],X6=[-Inf;0.625],X14=[-Inf;-0.99016],X9=-1,X8=-1} => {Y=-1}",0.09,1.00,0.00 
"{X8=-1,X5=[-Inf;-0.307692],X3=[-Inf;-0.7128575],X7=[-Inf;-0.9284215]} => {Y=-1}",0.11,1.00,0.00 
"{X8=-1,X5=[-Inf;-0.307692],X7=[-Inf;-0.9284215],X14=[-Inf;-0.99016]} => {Y=-1}",0.13,1.00,0.00 
"{X12=[-Inf; Inf],X5=[-Inf;-0.307692],X7=[-Inf;-0.9284215],X14=[-Inf;-0.99016],X8=-1,X13=(-0.895; Inf]} => {Y=-1}",0.09,1.00,0.00 
"{X12=[-Inf; Inf],X10=[-Inf;-0.9253735],X5=[-Inf;-0.307692],X7=[-Inf;-0.9284215],X6=[-Inf;0.625],X14=[-Inf;-0.99016],X8=-1} => {Y=-1}",0.10,1.00,0.00 
"{X12=[-Inf; Inf],X5=[-Inf;-0.307692],X7=[-Inf;-0.9284215],X6=[-Inf;0.625],X14=[-Inf;-0.99016],X8=-1} => {Y=-1}",0.11,1.00,0.00 
"{X12=[-Inf; Inf],X5=[-Inf;-0.307692],X7=[-Inf;-0.9284215],X6=[-Inf;0.625],X3=[-Inf;-0.7128575],X8=-1} => {Y=-1}",0.10,1.00,0.00 
"{X5=[-Inf;-0.307692],X7=[-Inf;-0.9284215],X14=[-Inf;-0.99016],X3=[-Inf;-0.7128575],X8=-1} => {Y=-1}",0.09,1.00,0.00 
"{X5=[-Inf;-0.307692],X14=[-Inf;-0.99016],X2=[-Inf;-0.236842],X8=-1,X4=(-0.5; Inf]} => {Y=-1}",0.09,1.00,0.00 
"{X12=[-Inf; Inf],X10=[-Inf;-0.9253735],X5=[-Inf;-0.307692],X7=[-Inf;-0.9284215],X3=[-Inf;-0.7128575],X8=-1} => {Y=-1}",0.10,1.00,0.00 
"{ } => {Y=-1}", 0,0,0
