rules,suppport,confidence,lift
"{a32=(-0.969765;0.87076],a03=(0.73947;0.998505],a28=(-0.936175;0.86022],a07=(0.029375;0.99976]} => {class=g}",0.30,1.00,0.00 
"{a18=(-0.805795;0.93373],a32=(-0.969765;0.87076],a03=(0.73947;0.998505],a07=(0.029375;0.99976]} => {class=g}",0.30,1.00,0.00 
"{a18=(-0.805795;0.93373],a24=(-0.987455;0.89747],a03=(0.73947;0.998505],a07=(0.029375;0.99976]} => {class=g}",0.30,1.00,0.00 
"{a30=(-0.91428;0.930305],a03=(0.73947;0.998505],a28=(-0.936175;0.86022],a07=(0.029375;0.99976]} => {class=g}",0.30,1.00,0.00 
"{a32=(-0.969765;0.87076],a03=(0.73947;0.998505],a05=(0.23154;0.98749]} => {class=g}",0.30,1.00,0.00 
"{a30=(-0.91428;0.930305],a03=(0.73947;0.998505],a28=(-0.936175;0.86022],a05=(0.23154;0.98749]} => {class=g}",0.30,1.00,0.00 
"{a17=[-Inf; Inf],a03=(0.73947;0.998505],a05=(0.23154;0.98749]} => {class=g}",0.30,1.00,0.00 
"{a32=(-0.969765;0.87076],a03=(0.73947;0.998505],a19=[-Inf; Inf],a05=(0.23154;0.98749]} => {class=g}",0.30,1.00,0.00 
"{a03=(0.73947;0.998505],a28=(-0.936175;0.86022],a20=(-0.912755;0.975495],a05=(0.23154;0.98749]} => {class=g}",0.30,1.00,0.00 
"{a17=[-Inf; Inf],a03=(0.73947;0.998505],a28=(-0.936175;0.86022],a05=(0.23154;0.98749]} => {class=g}",0.30,1.00,0.00 
"{a30=(-0.91428;0.930305],a03=(0.73947;0.998505],a32=(-0.969765;0.87076],a05=(0.23154;0.98749]} => {class=g}",0.30,1.00,0.00 
"{a18=(-0.805795;0.93373],a03=(0.73947;0.998505],a28=(-0.936175;0.86022],a05=(0.23154;0.98749]} => {class=g}",0.30,1.00,0.00 
"{a32=(-0.969765;0.87076],a03=(0.73947;0.998505],a20=(-0.912755;0.975495],a05=(0.23154;0.98749]} => {class=g}",0.30,1.00,0.00 
"{a18=(-0.805795;0.93373],a32=(-0.969765;0.87076],a03=(0.73947;0.998505],a05=(0.23154;0.98749]} => {class=g}",0.30,1.00,0.00 
"{a05=(0.23154;0.98749],a03=(0.73947;0.998505],a01=1} => {class=g}",0.30,1.00,0.00 
"{a18=(-0.805795;0.93373],a02=0,a03=(0.73947;0.998505],a07=(0.029375;0.99976]} => {class=g}",0.30,1.00,0.00 
"{ } => {class=g}", 0,0,0
