rules,suppport,confidence,lift
"{plas=[-Inf;99.5],age=[-Inf;27.5],mass=[-Inf;28.85],skin=[-Inf; Inf]} => {class=tested_negative}",0.08,1.00,0.00 
"{plas=[-Inf;99.5],age=[-Inf;27.5],insu=[-Inf;7.5],pedi=[-Inf; Inf]} => {class=tested_negative}",0.05,1.00,0.00 
"{plas=[-Inf;99.5],age=[-Inf;27.5],insu=[-Inf;7.5],pres=[-Inf; Inf]} => {class=tested_negative}",0.05,1.00,0.00 
"{plas=[-Inf;99.5],insu=(7.5;87.5],mass=[-Inf;28.85]} => {class=tested_negative}",0.05,1.00,0.00 
"{plas=[-Inf;99.5],insu=(7.5;87.5],mass=[-Inf;28.85],pres=[-Inf; Inf]} => {class=tested_negative}",0.05,1.00,0.00 
"{plas=[-Inf;99.5],age=[-Inf;27.5],insu=(7.5;87.5],mass=[-Inf;28.85]} => {class=tested_negative}",0.04,1.00,0.00 
"{preg=[-Inf;6.5],age=[-Inf;27.5],plas=(99.5;127.5],insu=(143; Inf]} => {class=tested_negative}",0.03,1.00,0.00 
"{age=[-Inf;27.5],plas=(99.5;127.5],skin=[-Inf; Inf],insu=(143; Inf]} => {class=tested_negative}",0.03,1.00,0.00 
"{plas=[-Inf;99.5],insu=(7.5;87.5],age=(27.5; Inf]} => {class=tested_negative}",0.02,1.00,0.00 
"{plas=(154.5; Inf],insu=(143; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.02,1.00,0.00 
"{skin=[-Inf; Inf],plas=(154.5; Inf],insu=(143; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.02,1.00,0.00 
"{age=[-Inf;27.5],mass=(28.85; Inf],plas=(99.5;127.5],insu=(143; Inf]} => {class=tested_negative}",0.02,1.00,0.00 
"{plas=(154.5; Inf],insu=(143; Inf],pres=[-Inf; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.02,1.00,0.00 
"{plas=(154.5; Inf],insu=(143; Inf],mass=(28.85; Inf],preg=(6.5; Inf]} => {class=tested_positive}",0.02,1.00,0.00 
"{skin=[-Inf; Inf],insu=(7.5;87.5],age=(27.5; Inf],plas=(99.5;127.5]} => {class=tested_negative}",0.02,1.00,0.00 
"{age=[-Inf;27.5],mass=[-Inf;28.85],insu=(143; Inf]} => {class=tested_negative}",0.02,1.00,0.00 
"{preg=[-Inf;6.5],plas=(99.5;127.5],mass=[-Inf;28.85],insu=(87.5;143]} => {class=tested_negative}",0.02,1.00,0.00 
"{insu=(7.5;87.5],pedi=[-Inf; Inf],age=(27.5; Inf],plas=(99.5;127.5]} => {class=tested_negative}",0.02,1.00,0.00 
"{ } => {class=tested_negative}", 0,0,0
