rules,suppport,confidence,lift
"{ASCITES=no,SPIDERS=no,AGE=[-Inf; Inf],ALBUMIN=(3.8508; Inf]} => {Class=LIVE}",0.41,1.00,0.00 
"{SPIDERS=no,AGE=[-Inf; Inf],ALBUMIN=(3.8508; Inf]} => {Class=LIVE}",0.41,1.00,0.00 
"{ASCITES=no,SPIDERS=no,ALBUMIN=(3.8508; Inf]} => {Class=LIVE}",0.41,1.00,0.00 
"{SPIDERS=no,ALBUMIN=(3.8508; Inf]} => {Class=LIVE}",0.41,1.00,0.00 
"{VARICES=no,SPIDERS=no,AGE=[-Inf; Inf],ALBUMIN=(3.8508; Inf]} => {Class=LIVE}",0.41,1.00,0.00 
"{ASCITES=no,PROTIME=(44.5; Inf],SPIDERS=no,ALBUMIN=(3.8508; Inf]} => {Class=LIVE}",0.40,1.00,0.00 
"{PROTIME=(44.5; Inf],SPIDERS=no,ALK_PHOSPHATE=[-Inf; Inf],ALBUMIN=(3.8508; Inf]} => {Class=LIVE}",0.40,1.00,0.00 
"{VARICES=no,SPIDERS=no,BILIRUBIN=[-Inf;1.35],ALBUMIN=(3.8508; Inf]} => {Class=LIVE}",0.39,1.00,0.00 
"{ASCITES=no,SPIDERS=no,BILIRUBIN=[-Inf;1.35],ALBUMIN=(3.8508; Inf]} => {Class=LIVE}",0.39,1.00,0.00 
"{SPLEEN_PALPABLE=no,SPIDERS=no,AGE=[-Inf; Inf],ALBUMIN=(3.8508; Inf]} => {Class=LIVE}",0.38,1.00,0.00 
"{PROTIME=(44.5; Inf],SPIDERS=no,BILIRUBIN=[-Inf;1.35],ALBUMIN=(3.8508; Inf]} => {Class=LIVE}",0.38,1.00,0.00 
"{VARICES=no,SEX=female,SPIDERS=no,ALBUMIN=(3.8508; Inf]} => {Class=LIVE}",0.37,1.00,0.00 
"{ASCITES=no,SPIDERS=no,SPLEEN_PALPABLE=no,LIVER_FIRM=no} => {Class=LIVE}",0.37,1.00,0.00 
"{ASCITES=no,SEX=female,SPIDERS=no,ALBUMIN=(3.8508; Inf]} => {Class=LIVE}",0.37,1.00,0.00 
"{SPIDERS=no,SGOT=[-Inf; Inf],ALBUMIN=(3.8508; Inf],LIVER_BIG=yes} => {Class=LIVE}",0.36,1.00,0.00 
"{ANOREXIA=no,SPIDERS=no,ALBUMIN=(3.8508; Inf]} => {Class=LIVE}",0.36,1.00,0.00 
"{SPIDERS=no,ALBUMIN=(3.8508; Inf],LIVER_BIG=yes} => {Class=LIVE}",0.36,1.00,0.00 
"{ } => {Class=LIVE}", 0,0,0
