rules,suppport,confidence,lift
"{working.hours=[-Inf; Inf],wage.increase.second.year=(3.94268292683; Inf],bereavement.assistance=yes,wage.increase.first.year=(2.65; Inf]} => {class=good}",0.25,1.00,0.00 
"{wage.increase.second.year=(3.94268292683; Inf],bereavement.assistance=yes,wage.increase.third.year=[-Inf; Inf]} => {class=good}",0.25,1.00,0.00 
"{wage.increase.second.year=(3.94268292683; Inf],bereavement.assistance=yes,statutory.holidays=[-Inf; Inf]} => {class=good}",0.25,1.00,0.00 
"{wage.increase.second.year=(3.94268292683; Inf],bereavement.assistance=yes,duration=[-Inf; Inf],statutory.holidays=[-Inf; Inf]} => {class=good}",0.25,1.00,0.00 
"{standby.pay=[-Inf; Inf],bereavement.assistance=yes,wage.increase.second.year=(3.94268292683; Inf],statutory.holidays=[-Inf; Inf]} => {class=good}",0.25,1.00,0.00 
"{standby.pay=[-Inf; Inf],bereavement.assistance=yes,wage.increase.second.year=(3.94268292683; Inf]} => {class=good}",0.25,1.00,0.00 
"{standby.pay=[-Inf; Inf],bereavement.assistance=yes,duration=[-Inf; Inf],wage.increase.second.year=(3.94268292683; Inf]} => {class=good}",0.25,1.00,0.00 
"{working.hours=[-Inf; Inf],wage.increase.second.year=(3.94268292683; Inf],bereavement.assistance=yes,wage.increase.third.year=[-Inf; Inf]} => {class=good}",0.25,1.00,0.00 
"{working.hours=[-Inf; Inf],shift.differential=[-Inf; Inf],bereavement.assistance=yes,wage.increase.second.year=(3.94268292683; Inf]} => {class=good}",0.25,1.00,0.00 
"{shift.differential=[-Inf; Inf],standby.pay=[-Inf; Inf],contribution.to.dental.plan=full} => {class=good}",0.24,1.00,0.00 
"{working.hours=[-Inf; Inf],standby.pay=[-Inf; Inf],contribution.to.dental.plan=full} => {class=good}",0.24,1.00,0.00 
"{shift.differential=[-Inf; Inf],contribution.to.dental.plan=full} => {class=good}",0.24,1.00,0.00 
"{standby.pay=[-Inf; Inf],contribution.to.dental.plan=full,duration=[-Inf; Inf]} => {class=good}",0.24,1.00,0.00 
"{wage.increase.first.year=(2.65; Inf],contribution.to.dental.plan=full} => {class=good}",0.24,1.00,0.00 
"{shift.differential=[-Inf; Inf],wage.increase.first.year=(2.65; Inf],contribution.to.dental.plan=full} => {class=good}",0.24,1.00,0.00 
"{contribution.to.dental.plan=full,wage.increase.third.year=[-Inf; Inf]} => {class=good}",0.24,1.00,0.00 
"{working.hours=[-Inf; Inf],contribution.to.dental.plan=full} => {class=good}",0.24,1.00,0.00 
"{ } => {class=good}", 0,0,0
