rules,suppport,confidence,lift
"{stroke=[-Inf; Inf],engineType=ohc,width=[-Inf;64.3],wheelBase=(92.15;94]} => {XClass=1}",0.11,1.00,0.00 
"{normalizedLosses=(96.5; Inf],fuelType=gas,width=[-Inf;64.3],wheelBase=(92.15;94]} => {XClass=1}",0.11,1.00,0.00 
"{bore=[-Inf;3.255],width=[-Inf;64.3],wheelBase=(92.15;94]} => {XClass=1}",0.11,1.00,0.00 
"{engineType=ohc,width=[-Inf;64.3],numOfCylinders=four,wheelBase=(92.15;94]} => {XClass=1}",0.11,1.00,0.00 
"{bore=[-Inf;3.255],normalizedLosses=(96.5; Inf],width=[-Inf;64.3],wheelBase=(92.15;94]} => {XClass=1}",0.11,1.00,0.00 
"{bore=[-Inf;3.255],width=[-Inf;64.3],compressionRatio=[-Inf; Inf],wheelBase=(92.15;94]} => {XClass=1}",0.11,1.00,0.00 
"{engineType=ohc,width=[-Inf;64.3],wheelBase=(92.15;94]} => {XClass=1}",0.11,1.00,0.00 
"{normalizedLosses=(96.5; Inf],stroke=[-Inf; Inf],width=[-Inf;64.3],wheelBase=(92.15;94]} => {XClass=1}",0.11,1.00,0.00 
"{normalizedLosses=(96.5; Inf],width=[-Inf;64.3],wheelBase=(92.15;94]} => {XClass=1}",0.11,1.00,0.00 
"{engineType=ohc,width=[-Inf;64.3],compressionRatio=[-Inf; Inf],wheelBase=(92.15;94]} => {XClass=1}",0.11,1.00,0.00 
"{normalizedLosses=(96.5; Inf],engineLocation=front,width=[-Inf;64.3],wheelBase=(92.15;94]} => {XClass=1}",0.11,1.00,0.00 
"{normalizedLosses=(96.5; Inf],width=[-Inf;64.3],compressionRatio=[-Inf; Inf],wheelBase=(92.15;94]} => {XClass=1}",0.11,1.00,0.00 
"{bore=[-Inf;3.255],fuelType=gas,width=[-Inf;64.3],wheelBase=(92.15;94]} => {XClass=1}",0.11,1.00,0.00 
"{engineType=ohc,fuelType=gas,width=[-Inf;64.3],wheelBase=(92.15;94]} => {XClass=1}",0.11,1.00,0.00 
"{width=(64.3; Inf],height=(51.8;56.15],wheelBase=(95.5;97.25]} => {XClass=0}",0.11,1.00,0.00 
"{width=(64.3; Inf],height=(51.8;56.15],engineLocation=front,wheelBase=(95.5;97.25]} => {XClass=0}",0.11,1.00,0.00 
"{bore=[-Inf;3.255],width=[-Inf;64.3],wheelBase=(92.15;94],engineSize=(85;103]} => {XClass=1}",0.11,1.00,0.00 
"{width=(64.3; Inf],stroke=[-Inf; Inf],height=(51.8;56.15],wheelBase=(95.5;97.25]} => {XClass=0}",0.11,1.00,0.00 
"{ } => {XClass=0}", 0,0,0
