rules,suppport,confidence,lift
"{X12=[-Inf; Inf],X2=[-Inf; Inf],X1=1,X14=(-0.9921; Inf],X8=1,X4=(-0.5; Inf]} => {Y=1}",0.10,1.00,0.00 
"{X9=1,X7=(-0.9284215; Inf],X1=1,X14=(-0.9921; Inf]} => {Y=1}",0.08,1.00,0.00 
"{X2=[-Inf; Inf],X1=1,X14=(-0.9921; Inf],X8=1,X4=(-0.5; Inf]} => {Y=1}",0.10,1.00,0.00 
"{X8=1,X7=(-0.9284215; Inf],X1=1,X14=(-0.9921; Inf]} => {Y=1}",0.09,1.00,0.00 
"{X12=[-Inf; Inf],X9=1,X14=(-0.9921; Inf],X8=1,X5=[-Inf;0.153846]} => {Y=1}",0.08,1.00,0.00 
"{X8=1,X5=[-Inf;0.153846],X9=1,X14=(-0.9921; Inf]} => {Y=1}",0.08,1.00,0.00 
"{X12=[-Inf; Inf],X9=1,X2=[-Inf; Inf],X1=1,X14=(-0.9921; Inf],X8=1} => {Y=1}",0.10,1.00,0.00 
"{X12=[-Inf; Inf],X10=[-Inf;-0.9253735],X2=[-Inf; Inf],X14=[-Inf;-0.9921],X3=(-0.6994645; Inf],X5=[-Inf;0.153846],X8=-1} => {Y=-1}",0.08,1.00,0.00 
"{X9=1,X2=[-Inf; Inf],X1=1,X14=(-0.9921; Inf],X8=1,X4=(-0.5; Inf]} => {Y=1}",0.08,1.00,0.00 
"{X12=[-Inf; Inf],X1=1,X14=(-0.9921; Inf],X8=1,X10=(-0.9253735; Inf]} => {Y=1}",0.08,1.00,0.00 
"{X9=1,X1=1,X14=(-0.9921; Inf],X8=1,X7=(-0.9284215; Inf]} => {Y=1}",0.08,1.00,0.00 
"{X2=[-Inf; Inf],X11=1,X7=[-Inf;-0.9284215],X8=-1,X3=[-Inf;-0.6994645],X4=(-0.5; Inf]} => {Y=-1}",0.08,1.00,0.00 
"{X12=[-Inf; Inf],X10=[-Inf;-0.9253735],X14=[-Inf;-0.9921],X3=(-0.6994645; Inf],X5=[-Inf;0.153846],X8=-1} => {Y=-1}",0.08,1.00,0.00 
"{ } => {Y=-1}", 0,0,0
