rules,suppport,confidence,lift
"{Ca=(8.315;10.075],Fe=[-Inf; Inf],Na=(13.785; Inf],Al=(1.75; Inf]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.335; Inf],Ca=(8.315;10.075],Si=[-Inf; Inf],Al=(1.75; Inf]} => {Type=headlamps}",0.10,1.00,0.00 
"{Ba=(0.335; Inf],Na=(13.785; Inf],K=[-Inf;0.055],Al=(1.75; Inf]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.335; Inf],Fe=[-Inf; Inf],Na=(13.785; Inf],K=[-Inf;0.055]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.335; Inf],Mg=[-Inf;2.695],K=[-Inf;0.055],Al=(1.75; Inf]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.335; Inf],Na=(13.785; Inf],K=[-Inf;0.055]} => {Type=headlamps}",0.09,1.00,0.00 
"{Ba=(0.335; Inf],Ca=(8.315;10.075],Na=(13.785; Inf],K=[-Inf;0.055]} => {Type=headlamps}",0.08,1.00,0.00 
"{Ca=(8.315;10.075],Na=(13.785; Inf],K=[-Inf;0.055],Al=(1.75; Inf]} => {Type=headlamps}",0.08,1.00,0.00 
"{Ca=(8.315;10.075],Mg=[-Inf;2.695],K=[-Inf;0.055],Al=(1.75; Inf]} => {Type=headlamps}",0.08,1.00,0.00 
"{Ca=(8.315;10.075],Si=[-Inf; Inf],K=[-Inf;0.055],Al=(1.75; Inf]} => {Type=headlamps}",0.08,1.00,0.00 
"{Ba=(0.335; Inf],RI=(1.51568;1.517335],Si=[-Inf; Inf]} => {Type=headlamps}",0.07,1.00,0.00 
"{ } => {Type=build wind non-float}", 0,0,0
