rules,suppport,confidence,lift
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],HOLLOWS.RATIO=(189.5; Inf],RADIUS.RATIO=[-Inf;166.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.09,1.00,0.00 
"{ELONGATEDNESS=(41.5;46.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],RADIUS.RATIO=[-Inf;166.5]} => {Class=van}",0.09,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],PR.AXIS.ASPECT.RATIO=(52.5;68.5],RADIUS.RATIO=[-Inf;166.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.09,1.00,0.00 
"{ELONGATEDNESS=(41.5;46.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],PR.AXIS.ASPECT.RATIO=(52.5;68.5],RADIUS.RATIO=[-Inf;166.5]} => {Class=van}",0.09,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],HOLLOWS.RATIO=(189.5; Inf],SCALED.VARIANCE_MAJOR=(165.5;180.5],DISTANCE.CIRCULARITY=(76.5;92.5]} => {Class=van}",0.08,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],HOLLOWS.RATIO=(189.5; Inf],SCALED.VARIANCE_MAJOR=(165.5;180.5],RADIUS.RATIO=[-Inf;166.5]} => {Class=van}",0.08,1.00,0.00 
"{ELONGATEDNESS=(41.5;46.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],COMPACTNESS=(87.5;98.5],RADIUS.RATIO=[-Inf;166.5]} => {Class=van}",0.08,1.00,0.00 
"{ELONGATEDNESS=(41.5;46.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],SCALED.VARIANCE_MAJOR=(165.5;180.5],RADIUS.RATIO=[-Inf;166.5]} => {Class=van}",0.08,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],SCALED.VARIANCE_MAJOR=(165.5;180.5],RADIUS.RATIO=[-Inf;166.5]} => {Class=van}",0.08,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],RADIUS.RATIO=[-Inf;166.5],SCALED.VARIANCE_MAJOR=(165.5;180.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.08,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=(8.5;16],DISTANCE.CIRCULARITY=(76.5;92.5],RADIUS.RATIO=[-Inf;166.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],SCALED.VARIANCE_MAJOR=(165.5;180.5],CIRCULARITY=(40.5;49.5]} => {Class=van}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],SCALED.VARIANCE_MAJOR=(165.5;180.5],RADIUS.RATIO=[-Inf;166.5]} => {Class=van}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],SCALED.VARIANCE_MAJOR=(165.5;180.5],DISTANCE.CIRCULARITY=(76.5;92.5]} => {Class=van}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],PR.AXIS.RECTANGULARITY=(18.5;19.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],CIRCULARITY=(40.5;49.5]} => {Class=bus}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SCALED.VARIANCE_MINOR=(298.5;350.5],CIRCULARITY=(40.5;49.5]} => {Class=bus}",0.07,1.00,0.00 
"{MAX.LENGTH.ASPECT.RATIO=[-Inf;7.5],PR.AXIS.ASPECT.RATIO=(68.5;86.5]} => {Class=bus}",0.07,1.00,0.00 
"{ } => {Class=bus}", 0,0,0
