rules,suppport,confidence,lift
"{RADIUS.RATIO=[-Inf;167.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],PR.AXIS.ASPECT.RATIO=(52.5;68.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.08,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],CIRCULARITY=(40.5;47.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SKEWNESS.ABOUT_MAJOR=(74.5; Inf]} => {Class=bus}",0.08,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],CIRCULARITY=(40.5;47.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SCALED.VARIANCE_MINOR=(298.5;350.5]} => {Class=bus}",0.08,1.00,0.00 
"{CIRCULARITY=(40.5;47.5],RADIUS.RATIO=[-Inf;167.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16]} => {Class=van}",0.07,1.00,0.00 
"{CIRCULARITY=(40.5;47.5],SCATTER.RATIO=(140.5;154.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=bus}",0.07,1.00,0.00 
"{HOLLOWS.RATIO=(191.5; Inf],RADIUS.RATIO=[-Inf;167.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],CIRCULARITY=(40.5;47.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=bus}",0.07,1.00,0.00 
"{CIRCULARITY=(40.5;47.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],KURTOSIS.ABOUT_MAJOR=[-Inf;19.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=bus}",0.07,1.00,0.00 
"{CIRCULARITY=(40.5;47.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SKEWNESS.ABOUT_MAJOR=(74.5; Inf],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=bus}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SCATTER.RATIO=(140.5;154.5],MAX.LENGTH.RECTANGULARITY=(135.5;147.5]} => {Class=bus}",0.07,1.00,0.00 
"{RADIUS.RATIO=[-Inf;167.5],ELONGATEDNESS=(41.5;44.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.07,1.00,0.00 
"{RADIUS.RATIO=[-Inf;167.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],COMPACTNESS=(87.5;98.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],CIRCULARITY=(40.5;47.5],ELONGATEDNESS=(44.5;46.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5]} => {Class=bus}",0.07,1.00,0.00 
"{CIRCULARITY=(40.5;47.5],RADIUS.RATIO=[-Inf;167.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],HOLLOWS.RATIO=(191.5; Inf]} => {Class=van}",0.07,1.00,0.00 
"{MAX.LENGTH.RECTANGULARITY=(147.5;170.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],SCALED.RADIUS.OF.GYRATION=(170.5;192.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}",0.07,1.00,0.00 
"{HOLLOWS.RATIO=[-Inf;191.5],ELONGATEDNESS=(44.5;46.5],SCALED.RADIUS.OF.GYRATION=(170.5;192.5],SCALED.VARIANCE_MAJOR=(165.5;180.5]} => {Class=bus}",0.07,1.00,0.00 
"{KURTOSIS.ABOUT_MINOR=(177.5;181.5],SKEWNESS.ABOUT_MAJOR=(74.5; Inf],SCALED.VARIANCE_MAJOR=(165.5;180.5],MAX.LENGTH.RECTANGULARITY=(135.5;147.5]} => {Class=bus}",0.07,1.00,0.00 
"{SKEWNESS.ABOUT_MINOR=[-Inf;11.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SCALED.VARIANCE_MAJOR=(165.5;180.5],MAX.LENGTH.RECTANGULARITY=(135.5;147.5]} => {Class=bus}",0.07,1.00,0.00 
"{MAX.LENGTH.RECTANGULARITY=(147.5;170.5],ELONGATEDNESS=(41.5;44.5],MAX.LENGTH.ASPECT.RATIO=(8.5;16],DISTANCE.CIRCULARITY=(76.5;92.5]} => {Class=van}",0.07,1.00,0.00 
"{SCATTER.RATIO=(140.5;154.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SCALED.VARIANCE_MAJOR=(165.5;180.5],MAX.LENGTH.RECTANGULARITY=(135.5;147.5]} => {Class=bus}",0.07,1.00,0.00 
"{HOLLOWS.RATIO=[-Inf;191.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SCALED.VARIANCE_MAJOR=(165.5;180.5],MAX.LENGTH.RECTANGULARITY=(135.5;147.5]} => {Class=bus}",0.07,1.00,0.00 
"{KURTOSIS.ABOUT_MINOR=(177.5;181.5],SCALED.VARIANCE_MAJOR=(165.5;180.5],MAX.LENGTH.RECTANGULARITY=(135.5;147.5]} => {Class=bus}",0.07,1.00,0.00 
"{PR.AXIS.RECTANGULARITY=(18.5;19.5],KURTOSIS.ABOUT_MINOR=(177.5;181.5],SCALED.VARIANCE_MAJOR=(165.5;180.5],MAX.LENGTH.RECTANGULARITY=(135.5;147.5]} => {Class=bus}",0.07,1.00,0.00 
"{ } => {Class=bus}", 0,0,0
