rules,suppport,confidence,lift
"{pulse=(58; Inf],capillary_refill_time=<3,surgery=yes,outcome=lived} => {surgical_lesion=yes}",0.12,1.00,0.00 
"{peripheral_pulse=normal,pulse=(58; Inf],total_protein=[-Inf; Inf],surgery=yes} => {surgical_lesion=yes}",0.10,1.00,0.00 
"{peripheral_pulse=normal,pulse=(58; Inf],abdomcentesis_total_protein=[-Inf; Inf],surgery=yes} => {surgical_lesion=yes}",0.10,1.00,0.00 
"{peripheral_pulse=normal,pulse=(58; Inf],surgery=yes} => {surgical_lesion=yes}",0.10,1.00,0.00 
"{peripheral_pulse=normal,nasogastric_reflux_PH=[-Inf; Inf],pulse=(58; Inf],surgery=yes} => {surgical_lesion=yes}",0.10,1.00,0.00 
"{peripheral_pulse=normal,pulse=(58; Inf],packed_cell_volume=[-Inf; Inf],surgery=yes} => {surgical_lesion=yes}",0.10,1.00,0.00 
"{surgery=no,Age=adult,pain=alert no pain,outcome=lived} => {surgical_lesion=no}",0.10,1.00,0.00 
"{surgery=no,pulse=[-Inf;58],pain=alert no pain,outcome=lived} => {surgical_lesion=no}",0.08,1.00,0.00 
"{Age=adult,pain=intermittent mild pain,surgery=yes,outcome=lived} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{peripheral_pulse=normal,pulse=(58; Inf],capillary_refill_time=<3,surgery=yes} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{surgery=yes,capillary_refill_time=<3,total_protein=[-Inf; Inf],outcome=died} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{nasogastric_reflux_PH=[-Inf; Inf],surgery=yes,capillary_refill_time=<3,outcome=died} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{nasogastric_reflux_PH=[-Inf; Inf],surgery=yes,nasogastric_tube=slight,rectal_examination=absent} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{rectal_examination=absent,Age=adult,nasogastric_tube=slight,surgery=yes} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{rectal_examination=absent,surgery=yes,nasogastric_tube=slight,rectal_temperature=[-Inf; Inf]} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{rectal_examination=absent,surgery=yes,nasogastric_tube=slight,total_protein=[-Inf; Inf]} => {surgical_lesion=yes}",0.08,1.00,0.00 
"{ } => {surgical_lesion=yes}", 0,0,0
