rules,suppport,confidence,lift
"{petalwidth=(1.75; Inf]} => {class=Iris-virginica}",0.30,1.00,0.00 
"{petallength=(4.75; Inf],petalwidth=(1.75; Inf]} => {class=Iris-virginica}",0.30,1.00,0.00 
"{petallength=[-Inf;2.45],sepalwidth=(3.05; Inf]} => {class=Iris-setosa}",0.30,1.00,0.00 
"{sepalwidth=[-Inf;3.05],sepallength=(5.55; Inf],petalwidth=(1.75; Inf]} => {class=Iris-virginica}",0.20,1.00,0.00 
"{sepalwidth=[-Inf;3.05],petalwidth=(1.75; Inf]} => {class=Iris-virginica}",0.20,1.00,0.00 
"{petallength=(4.75; Inf],sepallength=(5.55; Inf],sepalwidth=[-Inf;3.05],petalwidth=(1.75; Inf]} => {class=Iris-virginica}",0.20,1.00,0.00 
"{sepallength=(5.55; Inf],sepalwidth=(3.05; Inf],petalwidth=(1.75; Inf]} => {class=Iris-virginica}",0.10,1.00,0.00 
"{petallength=(4.75; Inf],sepalwidth=(3.05; Inf],petalwidth=(1.75; Inf]} => {class=Iris-virginica}",0.10,1.00,0.00 
"{petallength=(2.45;4.75],petalwidth=(0.75;1.75],sepallength=(5.55; Inf],sepalwidth=(3.05; Inf]} => {class=Iris-versicolor}",0.04,1.00,0.00 
"{petallength=(2.45;4.75],sepallength=(5.55; Inf],sepalwidth=(3.05; Inf]} => {class=Iris-versicolor}",0.04,1.00,0.00 
"{petallength=(2.45;4.75],petalwidth=(0.75;1.75],sepalwidth=(3.05; Inf]} => {class=Iris-versicolor}",0.04,1.00,0.00 
"{sepallength=[-Inf;5.55],sepalwidth=[-Inf;3.05],petallength=[-Inf;2.45]} => {class=Iris-setosa}",0.04,1.00,0.00 
"{petalwidth=[-Inf;0.75],sepalwidth=[-Inf;3.05]} => {class=Iris-setosa}",0.04,1.00,0.00 
"{petallength=[-Inf;2.45],sepallength=(5.55; Inf]} => {class=Iris-setosa}",0.02,1.00,0.00 
"{petalwidth=[-Inf;0.75],petallength=[-Inf;2.45],sepallength=(5.55; Inf]} => {class=Iris-setosa}",0.02,1.00,0.00 
"{petalwidth=(0.75;1.75],petallength=(4.75; Inf],sepallength=(5.55; Inf],sepalwidth=(3.05; Inf]} => {class=Iris-versicolor}",0.01,1.00,0.00 
"{ } => {class=Iris-setosa}", 0,0,0
