rules,suppport,confidence,lift
"{Feature.1=[-Inf;-0.1235],Feature.8=[-Inf;0.122],Feature.9=[-Inf; Inf]} => {Class=hid}",0.05,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.8=[-Inf;0.122]} => {Class=hid}",0.05,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.2=[-Inf;0.4725],Feature.9=[-Inf; Inf]} => {Class=hid}",0.04,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.8=[-Inf;0.122],Feature.2=[-Inf;0.4725]} => {Class=hid}",0.04,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.8=[-Inf;0.122],Feature.3=(0.829; Inf],Feature.9=[-Inf; Inf]} => {Class=hid}",0.04,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.8=[-Inf;0.122],Feature.3=(0.829; Inf]} => {Class=hid}",0.04,1.00,0.00 
"{Feature.1=(1.3345;2.175],Feature.9=[-Inf; Inf],Feature.0=(-2.3195;-1.6645],Feature.4=(-0.7345;0.3855]} => {Class=hAd}",0.03,1.00,0.00 
"{Feature.1=(1.3345;2.175],Feature.5=[-Inf;1.451],Feature.0=(-2.3195;-1.6645],Feature.4=(-0.7345;0.3855]} => {Class=hAd}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Sex=Male,Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Sex=Male} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=(1.3345;2.175],Feature.8=[-Inf;0.122],Feature.0=(-2.3195;-1.6645],Feature.4=(-0.7345;0.3855]} => {Class=hAd}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.5=(1.451; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.2=[-Inf;0.4725],Feature.7=(0.0765; Inf],Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.8=[-Inf;0.122],Feature.5=(1.451; Inf],Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Sex=Male,Feature.7=(0.0765; Inf],Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.2=[-Inf;0.4725],Sex=Male} => {Class=hid}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.7=(0.0765; Inf],Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.7=(-0.597;0.0765],Feature.1=(1.3345;2.175],Feature.0=(-2.3195;-1.6645],Feature.9=[-Inf; Inf]} => {Class=hAd}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.8=[-Inf;0.122],Feature.7=(0.0765; Inf],Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{Feature.7=(-0.597;0.0765],Feature.1=(1.3345;2.175],Feature.2=[-Inf;0.4725],Feature.0=(-2.3195;-1.6645]} => {Class=hAd}",0.03,1.00,0.00 
"{Feature.7=(-0.597;0.0765],Feature.6=(-0.6605;0.4795],Feature.1=(1.3345;2.175],Feature.0=(-2.3195;-1.6645]} => {Class=hAd}",0.03,1.00,0.00 
"{Feature.1=[-Inf;-0.1235],Feature.2=[-Inf;0.4725],Feature.5=(1.451; Inf],Feature.9=[-Inf; Inf]} => {Class=hid}",0.03,1.00,0.00 
"{ } => {Class=hAd}", 0,0,0
