rules,suppport,confidence,lift
"{attribute_10=(0.16315; Inf],attribute_47=(0.0632; Inf],attribute_36=[-Inf;0.44265],attribute_51=(0.01245; Inf]} => {Class=Mine}",0.22,1.00,0.00 
"{attribute_10=(0.16315; Inf],attribute_36=[-Inf;0.44265],attribute_51=(0.01245; Inf],attribute_52=(0.0094; Inf]} => {Class=Mine}",0.21,1.00,0.00 
"{attribute_21=(0.67995; Inf],attribute_11=(0.19795; Inf],attribute_46=(0.06905; Inf],attribute_51=(0.01245; Inf]} => {Class=Mine}",0.20,1.00,0.00 
"{attribute_12=[-Inf;0.22505],attribute_45=[-Inf;0.26515],attribute_21=[-Inf;0.67995],attribute_10=[-Inf;0.16315]} => {Class=Rock}",0.19,1.00,0.00 
"{attribute_9=[-Inf;0.1164],attribute_28=[-Inf;0.958],attribute_1=[-Inf;0.05205],attribute_21=[-Inf;0.67995]} => {Class=Rock}",0.19,1.00,0.00 
"{attribute_21=(0.67995; Inf],attribute_11=(0.19795; Inf],attribute_51=(0.01245; Inf],attribute_52=(0.0094; Inf]} => {Class=Mine}",0.18,1.00,0.00 
"{attribute_48=[-Inf;0.07585],attribute_6=[-Inf; Inf],attribute_21=[-Inf;0.67995],attribute_11=[-Inf;0.19795]} => {Class=Rock}",0.18,1.00,0.00 
"{attribute_48=[-Inf;0.07585],attribute_21=[-Inf;0.67995],attribute_11=[-Inf;0.19795],attribute_14=[-Inf; Inf]} => {Class=Rock}",0.18,1.00,0.00 
"{attribute_48=[-Inf;0.07585],attribute_24=[-Inf; Inf],attribute_21=[-Inf;0.67995],attribute_11=[-Inf;0.19795]} => {Class=Rock}",0.18,1.00,0.00 
"{attribute_48=[-Inf;0.07585],attribute_21=[-Inf;0.67995],attribute_11=[-Inf;0.19795],attribute_32=[-Inf; Inf]} => {Class=Rock}",0.18,1.00,0.00 
"{attribute_48=[-Inf;0.07585],attribute_60=[-Inf; Inf],attribute_21=[-Inf;0.67995],attribute_11=[-Inf;0.19795]} => {Class=Rock}",0.18,1.00,0.00 
"{ } => {Class=Mine}", 0,0,0
