normalizedLosses,make,fuelType,aspiration,numOfDoors,bodyStyle,driveWheels,engineType,numOfCylinders,fuelSystem,engineLocation,wheelBase,length,width,height,curbWeight,engineSize,bore,stroke,compressionRatio,horsepower,peakRpm,cityMpg,highwayMpg,price,XClass
96.5_to_inf,alfa-romero,gas,std,two,convertible,rwd,dohc,four,mpfi,front,88.5_to_92.15,168.75_to_173.3,-inf_to_64.3,-inf_to_50.35,2321.5_to_inf,105.5_to_inf,3.255_to_inf,All,All,87.0_to_inf,All,-inf_to_30.5,-inf_to_28.5,8497.0_to_inf,3
96.5_to_inf,alfa-romero,gas,std,two,convertible,rwd,dohc,four,mpfi,front,88.5_to_92.15,168.75_to_173.3,-inf_to_64.3,-inf_to_50.35,2321.5_to_inf,105.5_to_inf,3.255_to_inf,All,All,87.0_to_inf,All,-inf_to_30.5,-inf_to_28.5,8497.0_to_inf,3
96.5_to_inf,alfa-romero,gas,std,two,hatchback,rwd,ohcv,six,mpfi,front,92.15_to_94.8,168.75_to_173.3,64.3_to_66.75,51.8_to_56.15,2321.5_to_inf,105.5_to_inf,-inf_to_3.255,All,All,87.0_to_inf,All,-inf_to_30.5,-inf_to_28.5,8497.0_to_inf,1
96.5_to_inf,audi,gas,std,four,sedan,fwd,ohc,four,mpfi,front,97.25_to_100.1,175.65_to_177.55,64.3_to_66.75,51.8_to_56.15,2321.5_to_inf,105.5_to_inf,-inf_to_3.255,All,All,87.0_to_inf,All,-inf_to_30.5,28.5_to_inf,8497.0_to_inf,2
96.5_to_inf,audi,gas,std,four,sedan,4wd,ohc,five,mpfi,front,97.25_to_100.1,175.65_to_177.55,64.3_to_66.75,51.8_to_56.15,2321.5_to_inf,105.5_to_inf,-inf_to_3.255,All,All,87.0_to_inf,All,-inf_to_30.5,-inf_to_28.5,8497.0_to_inf,2
96.5_to_inf,audi,gas,std,two,sedan,fwd,ohc,five,mpfi,front,97.25_to_100.1,175.65_to_177.55,64.3_to_66.75,51.8_to_56.15,2321.5_to_inf,105.5_to_inf,-inf_to_3.255,All,All,87.0_to_inf,All,-inf_to_30.5,-inf_to_28.5,8497.0_to_inf,2
96.5_to_inf,audi,gas,std,four,sedan,fwd,ohc,five,mpfi,front,100.1_to_inf,188.9_to_inf,66.75_to_inf,51.8_to_56.15,2321.5_to_inf,105.5_to_inf,-inf_to_3.255,All,All,87.0_to_inf,All,-inf_to_30.5,-inf_to_28.5,8497.0_to_inf,1
96.5_to_inf,audi,gas,std,four,wagon,fwd,ohc,five,mpfi,front,100.1_to_inf,188.9_to_inf,66.75_to_inf,51.8_to_56.15,2321.5_to_inf,105.5_to_inf,-inf_to_3.255,All,All,87.0_to_inf,All,-inf_to_30.5,-inf_to_28.5,8497.0_to_inf,1
96.5_to_inf,audi,gas,turbo,four,sedan,fwd,ohc,five,mpfi,front,100.1_to_inf,188.9_to_inf,66.75_to_inf,51.8_to_56.15,2321.5_to_inf,105.5_to_inf,-inf_to_3.255,All,All,87.0_to_inf,All,-inf_to_30.5,-inf_to_28.5,8497.0_to_inf,1
96.5_to_inf,audi,gas,turbo,two,hatchback,4wd,ohc,five,mpfi,front,97.25_to_100.1,177.55_to_179.35,66.75_to_inf,51.8_to_56.15,2321.5_to_inf,105.5_to_inf,-inf_to_3.255,All,All,87.0_to_inf,All,-inf_to_30.5,-inf_to_28.5,8497.0_to_inf,0
