normalizedLosses,make,fuelType,aspiration,numOfDoors,bodyStyle,driveWheels,engineType,numOfCylinders,fuelSystem,engineLocation,wheelBase,length,width,height,curbWeight,engineSize,bore,stroke,compressionRatio,horsepower,peakRpm,cityMpg,highwayMpg,price,XClass
98.0_to_inf,alfa-romero,gas,std,two,convertible,rwd,dohc,four,mpfi,front,88.5_to_92.15,168.75_to_169.05,-inf_to_64.3,-inf_to_50.35,2206.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_28.5,8497.0_to_inf,3
98.0_to_inf,alfa-romero,gas,std,two,convertible,rwd,dohc,four,mpfi,front,88.5_to_92.15,168.75_to_169.05,-inf_to_64.3,-inf_to_50.35,2206.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_28.5,8497.0_to_inf,3
98.0_to_inf,audi,gas,std,four,sedan,fwd,ohc,four,mpfi,front,95.5_to_101.8,169.05_to_186.65,65.65_to_66.45,51.8_to_56.15,2206.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,28.5_to_inf,8497.0_to_inf,2
98.0_to_inf,audi,gas,std,four,sedan,4wd,ohc,five,mpfi,front,95.5_to_101.8,169.05_to_186.65,65.65_to_66.45,51.8_to_56.15,2206.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_28.5,8497.0_to_inf,2
98.0_to_inf,audi,gas,std,two,sedan,fwd,ohc,five,mpfi,front,95.5_to_101.8,169.05_to_186.65,65.65_to_66.45,51.8_to_56.15,2206.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_28.5,8497.0_to_inf,2
98.0_to_inf,audi,gas,std,four,sedan,fwd,ohc,five,mpfi,front,101.8_to_inf,186.65_to_inf,66.45_to_inf,51.8_to_56.15,2206.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_28.5,8497.0_to_inf,1
98.0_to_inf,audi,gas,std,four,wagon,fwd,ohc,five,mpfi,front,101.8_to_inf,186.65_to_inf,66.45_to_inf,51.8_to_56.15,2206.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_28.5,8497.0_to_inf,1
98.0_to_inf,audi,gas,turbo,four,sedan,fwd,ohc,five,mpfi,front,101.8_to_inf,186.65_to_inf,66.45_to_inf,51.8_to_56.15,2206.5_to_inf,105.5_to_inf,3.02_to_3.16,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_28.5,8497.0_to_inf,1
98.0_to_inf,audi,gas,turbo,two,hatchback,4wd,ohc,five,mpfi,front,95.5_to_101.8,169.05_to_186.65,66.45_to_inf,51.8_to_56.15,2206.5_to_inf,105.5_to_inf,3.02_to_3.16,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_28.5,8497.0_to_inf,0
98.0_to_inf,bmw,gas,std,two,sedan,rwd,ohc,four,mpfi,front,95.5_to_101.8,169.05_to_186.65,64.3_to_65.45,51.8_to_56.15,2206.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,28.5_to_inf,8497.0_to_inf,2
98.0_to_inf,bmw,gas,std,four,sedan,rwd,ohc,four,mpfi,front,95.5_to_101.8,169.05_to_186.65,64.3_to_65.45,51.8_to_56.15,2206.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,28.5_to_inf,8497.0_to_inf,0
98.0_to_inf,bmw,gas,std,two,sedan,rwd,ohc,six,mpfi,front,95.5_to_101.8,169.05_to_186.65,64.3_to_65.45,51.8_to_56.15,2206.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_28.5,8497.0_to_inf,0
98.0_to_inf,bmw,gas,std,four,sedan,rwd,ohc,six,mpfi,front,95.5_to_101.8,169.05_to_186.65,64.3_to_65.45,51.8_to_56.15,2206.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_28.5,8497.0_to_inf,0
98.0_to_inf,bmw,gas,std,four,sedan,rwd,ohc,six,mpfi,front,101.8_to_inf,186.65_to_inf,66.45_to_inf,51.8_to_56.15,2206.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_28.5,8497.0_to_inf,1
98.0_to_inf,bmw,gas,std,four,sedan,rwd,ohc,six,mpfi,front,101.8_to_inf,186.65_to_inf,66.45_to_inf,51.8_to_56.15,2206.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_28.5,8497.0_to_inf,0
98.0_to_inf,bmw,gas,std,two,sedan,rwd,ohc,six,mpfi,front,101.8_to_inf,186.65_to_inf,66.45_to_inf,51.8_to_56.15,2206.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_28.5,8497.0_to_inf,0
98.0_to_inf,bmw,gas,std,four,sedan,rwd,ohc,six,mpfi,front,101.8_to_inf,186.65_to_inf,66.45_to_inf,56.25_to_inf,2206.5_to_inf,105.5_to_inf,3.16_to_inf,All,All,87.0_to_inf,All,-inf_to_25.5,-inf_to_28.5,8497.0_to_inf,0
98.0_to_inf,chevrolet,gas,std,two,hatchback,fwd,l,three,2bbl,front,-inf_to_88.5,-inf_to_158.75,-inf_to_64.3,51.8_to_56.15,-inf_to_2206.5,-inf_to_85.0,-inf_to_3.02,All,All,-inf_to_66.0,All,25.5_to_inf,28.5_to_inf,-inf_to_8497.0,2
75.5_to_93.5,chevrolet,gas,std,four,sedan,fwd,ohc,four,2bbl,front,94.0_to_95.5,158.75_to_168.75,-inf_to_64.3,51.8_to_56.15,-inf_to_2206.5,85.0_to_105.5,3.02_to_3.16,All,All,69.5_to_87.0,All,25.5_to_inf,28.5_to_inf,-inf_to_8497.0,0
98.0_to_inf,dodge,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,92.15_to_94.0,-inf_to_158.75,-inf_to_64.3,50.35_to_51.8,-inf_to_2206.5,85.0_to_105.5,-inf_to_3.02,All,All,66.0_to_69.5,All,25.5_to_inf,28.5_to_inf,-inf_to_8497.0,1
98.0_to_inf,dodge,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,92.15_to_94.0,-inf_to_158.75,-inf_to_64.3,50.35_to_51.8,-inf_to_2206.5,85.0_to_105.5,-inf_to_3.02,All,All,66.0_to_69.5,All,25.5_to_inf,28.5_to_inf,-inf_to_8497.0,1
98.0_to_inf,dodge,gas,turbo,two,hatchback,fwd,ohc,four,mpfi,front,92.15_to_94.0,-inf_to_158.75,-inf_to_64.3,50.35_to_51.8,-inf_to_2206.5,85.0_to_105.5,3.02_to_3.16,All,All,87.0_to_inf,All,-inf_to_25.5,28.5_to_inf,-inf_to_8497.0,1
